UserId,Reputation,AccountAgeDays,PreAnsCount,CompetenceProxy,StatusProxy,RelCommentRatio,RelEditsOthers,LastAnswerAfter,PostAnsTotal,PostComments,PostEdits
"128040","1943","4542","8","0.875000","0.000000","0.125","0","","0","0","0"
"129346","1206","4540","7","0.571428","0.000000","1","0","2022-10-21 09:06:22","3","3","0"
"129663","1309","4540","6","0.666666","0.166666","3.6666666666666665","0","2022-10-19 15:59:22","2","10","0"
"136841","1458","4525","6","0.833333","0.000000","0.5","0","","0","0","0"
"138408","1722","4521","5","0.200000","0.200000","1.8","0","","0","0","0"
"139437","1638","4520","11","0.636363","0.272727","0.45454545454545453","0","2022-10-12 19:26:39","1","2","0"
"145725","1776","4509","13","0.461538","0.538461","1.4615384615384615","3","2022-10-12 07:01:30","12","10","1"
"145939","1191","4509","25","0.320000","0.320000","3.32","4","","0","2","0"
"146560","1811","4508","5","0.200000","0.200000","1","0","","0","0","0"
"152891","1958","4497","8","0.750000","0.250000","2","1","","0","0","0"
"153271","857","4496","6","0.333333","0.500000","1.6666666666666667","0","2022-11-17 14:26:55","10","40","1"
"153463","1844","4495","9","1.000000","0.000000","1.3333333333333333","1","2022-09-26 01:36:14","16","16","1"
"157041","576","4490","5","0.000000","0.800000","4","0","2022-09-14 07:31:04","1","6","0"
"166356","1361","4473","8","0.375000","0.250000","3","4","","0","0","1"
"167107","1579","4472","10","0.300000","0.300000","0.4","1","2022-10-08 09:59:34","3","3","0"
"167637","995","4471","5","0.200000","0.400000","0.8","1","","0","0","0"
"168589","1248","4470","7","0.285714","0.142857","2.857142857142857","0","2022-07-09 00:51:20","22","45","2"
"171898","1161","4463","8","0.125000","0.500000","0.375","0","2022-10-19 02:22:12","1","1","0"
"173368","688","4460","5","0.800000","0.000000","1.6","0","2022-10-03 19:10:00","2","8","0"
"174154","731","4458","5","0.000000","1.000000","0","0","2022-09-07 11:27:19","3","1","0"
"175546","1098","4456","5","0.400000","0.200000","2","0","2022-08-24 10:39:28","8","6","0"
"176273","1605","4454","20","0.350000","0.250000","1.25","39","","0","0","0"
"180487","520","4446","5","0.200000","0.000000","0.6","0","","0","0","0"
"183846","829","4440","6","0.500000","0.166666","1.1666666666666667","0","","0","0","0"
"184405","928","4439","14","0.428571","0.071428","0.5","0","2022-11-28 11:17:26","22","23","0"
"185828","1072","4437","5","0.000000","0.800000","3.6","0","2022-06-15 23:00:10","3","7","0"
"187035","722","4435","5","1.000000","0.000000","0.4","0","2022-03-14 21:25:10","1","0","0"
"187421","1383","4435","7","0.857142","0.000000","0.5714285714285714","0","2022-11-10 16:37:06","10","10","0"
"187834","581","4433","5","0.400000","0.400000","1","1","2022-10-17 12:45:21","2","1","0"
"190925","1984","4429","23","0.565217","0.086956","3.869565217391304","0","","0","2","0"
"192023","961","4426","6","0.500000","0.000000","1.8333333333333333","0","2022-09-29 07:53:55","2","7","0"
"196033","1115","4419","30","0.800000","0.033333","1.5333333333333334","0","2022-03-07 14:49:01","11","2","0"
"196207","637","4419","5","0.200000","0.400000","3.6","1","2022-08-10 13:15:06","1","1","0"
"196871","949","4418","15","0.933333","0.000000","0.8","0","2022-08-08 20:21:21","5","1","0"
"200160","825","4413","8","0.625000","0.250000","1.375","0","2022-11-04 11:06:52","2","4","0"
"202345","1890","4409","5","0.200000","0.600000","1.4","1","","0","0","0"
"204718","1236","4407","8","0.750000","0.000000","2.75","0","","0","4","0"
"205477","1722","4406","5","0.400000","0.200000","2","0","2022-09-18 11:50:47","1","0","0"
"205878","1159","4405","6","0.333333","0.666666","1.5","0","2022-09-04 22:50:31","2","2","0"
"206413","1261","4405","40","0.325000","0.350000","2.925","17","","0","1","0"
"208272","1293","4403","13","0.153846","0.461538","6.923076923076923","0","2022-11-24 15:16:33","16","86","0"
"208465","1988","4402","7","0.428571","0.142857","3.5714285714285716","1","2022-11-21 02:41:47","3","5","0"
"209859","1530","4401","6","0.333333","0.500000","4.333333333333333","0","2022-05-11 22:46:28","1","20","0"
"210623","1835","4400","37","0.378378","0.216216","16.054054054054053","15","2022-11-16 11:52:12","14","481","1"
"212793","1205","4396","30","0.400000","0.166666","0.7","29","2022-09-12 04:04:14","1","0","0"
"213984","1655","4395","18","0.777777","0.055555","1.4444444444444444","1","2022-11-11 00:07:53","5","4","0"
"214526","921","4394","5","0.400000","0.400000","1","0","2022-09-10 00:36:23","7","24","0"
"215067","1111","4394","5","0.400000","0.400000","0.8","0","2022-03-18 19:34:47","2","7","0"
"215452","1514","4393","5","0.800000","0.200000","2","0","","0","0","0"
"219649","990","4387","9","0.666666","0.111111","0.8888888888888888","1","2022-10-25 14:02:01","4","2","0"
"220325","1074","4385","5","0.000000","0.400000","2","0","2022-11-22 23:03:45","3","14","0"
"221018","1404","4384","6","1.000000","0.000000","0.8333333333333334","1","2022-06-13 18:49:33","1","1","0"
"222216","1223","4382","7","0.285714","0.000000","0.8571428571428571","0","2022-09-24 07:15:23","2","2","0"
"222564","1192","4381","28","0.714285","0.035714","3.857142857142857","0","2022-03-08 14:13:03","1","7","0"
"223432","1061","4380","20","0.750000","0.100000","2.4","10","","0","0","0"
"225013","1319","4379","6","0.833333","0.166666","0.6666666666666666","0","","0","0","0"
"225230","863","4378","5","0.600000","0.200000","0.4","0","2022-05-01 01:25:12","1","0","0"
"227110","1303","4375","9","0.222222","0.333333","0.8888888888888888","0","2022-09-18 12:49:44","5","8","0"
"227606","1941","4374","15","0.400000","0.266666","1.2666666666666666","0","2022-11-29 20:23:34","6","8","0"
"230062","1187","4371","11","0.636363","0.090909","0.2727272727272727","0","2022-08-30 11:31:02","5","0","1"
"232115","549","4368","13","0.769230","0.153846","0.6153846153846154","0","2022-11-14 14:34:40","16","6","0"
"234391","1460","4365","6","0.500000","0.333333","1.5","0","","0","4","0"
"236872","1146","4361","5","0.600000","0.000000","3.6","0","2022-02-06 16:19:39","1","5","0"
"238296","716","4359","5","0.200000","0.200000","2.4","0","2022-09-07 09:44:24","2","4","0"
"243587","1112","4347","9","0.888888","0.000000","1.1111111111111112","42","","0","0","0"
"244037","740","4347","7","0.857142","0.000000","0.5714285714285714","3","","0","1","0"
"244051","1767","4347","21","0.095238","0.285714","0.5238095238095238","0","2022-09-28 14:52:41","2","5","0"
"249907","615","4339","12","0.500000","0.166666","1.1666666666666667","0","2022-09-20 17:31:27","1","0","0"
"251961","1420","4336","6","0.500000","0.000000","5.5","0","2022-10-06 12:40:42","19","88","0"
"254072","937","4333","17","0.529411","0.235294","0.8823529411764706","0","2022-11-15 04:41:56","4","8","0"
"256312","1581","4330","7","0.142857","0.571428","0.42857142857142855","0","2022-03-03 23:39:44","1","3","0"
"258663","1657","4327","18","0.333333","0.222222","0.7222222222222222","0","","0","0","0"
"260775","1252","4324","6","0.666666","0.333333","1","0","","0","2","0"
"261402","1719","4324","8","0.375000","0.000000","2","0","","0","0","0"
"261708","826","4323","5","0.600000","0.200000","24.4","0","2022-10-21 12:49:58","6","72","0"
"262108","1003","4323","5","0.600000","0.200000","1.4","0","2022-03-24 12:11:37","1","1","0"
"262708","733","4321","27","0.370370","0.259259","2.037037037037037","1","","0","0","0"
"263423","1096","4320","6","0.333333","0.333333","0.5","0","","0","0","0"
"263879","1639","4320","5","0.400000","0.600000","0.8","1","2022-10-23 04:21:02","8","5","1"
"264496","1054","4319","18","0.444444","0.055555","0.7777777777777778","1","","0","1","0"
"264921","1502","4318","6","0.500000","0.500000","0.16666666666666666","0","2022-04-12 00:20:45","1","0","0"
"270322","641","4311","17","0.352941","0.235294","0.5294117647058824","0","","0","2","0"
"273934","619","4306","12","0.416666","0.333333","0.5","0","","0","1","0"
"278762","1064","4299","10","0.700000","0.000000","1.6","1","2022-11-26 05:05:04","11","34","0"
"280778","1642","4297","12","0.666666","0.000000","0.25","1","","0","0","0"
"281724","1921","4295","8","0.125000","0.750000","1.5","0","2022-09-30 08:55:33","4","3","0"
"281999","1099","4295","7","0.428571","0.142857","1","0","","0","1","0"
"283879","1817","4292","8","0.500000","0.125000","0.5","2","2022-09-15 08:33:26","2","1","0"
"284332","598","4291","8","0.375000","0.375000","0","0","","0","0","0"
"286122","720","4289","7","0.714285","0.000000","2","0","2022-03-04 13:24:42","1","2","0"
"288522","1151","4285","5","0.600000","0.000000","1.4","0","","0","1","0"
"289483","1465","4322","5","0.000000","1.000000","0.8","0","","0","1","0"
"290122","1485","4283","8","0.375000","0.250000","3.375","0","2022-09-07 12:45:20","3","12","0"
"292792","749","4280","8","0.375000","0.375000","0.5","0","","0","11","0"
"293918","1778","4278","16","0.187500","0.687500","2.6875","3","2022-11-04 08:51:58","12","16","0"
"296075","891","4276","6","0.333333","0.000000","2","0","","0","0","0"
"296738","1211","4275","25","0.360000","0.280000","1.16","0","2022-04-26 12:03:14","1","1","0"
"296988","1488","4275","7","0.428571","0.428571","1.4285714285714286","8","","0","4","0"
"297420","1123","4274","8","0.000000","1.000000","0.125","2","2022-06-01 11:56:01","1","2","0"
"299421","1826","4271","8","0.000000","0.625000","1","0","2022-06-23 04:04:33","2","5","0"
"301252","603","4269","5","0.600000","0.000000","0.2","0","2022-09-30 15:59:02","5","3","0"
"302662","682","4267","5","0.200000","0.200000","1.4","0","","0","1","0"
"302674","1171","4267","7","0.428571","0.142857","1.7142857142857142","0","","0","1","0"
"304662","1691","4264","6","0.833333","0.000000","0.6666666666666666","0","","0","0","0"
"304820","1589","4263","5","0.600000","0.000000","1.4","0","2022-11-23 11:58:51","4","5","0"
"306065","1384","4272","5","0.000000","0.800000","0.8","1","","0","2","1"
"312353","529","4254","7","0.571428","0.142857","0.5714285714285714","0","2022-11-16 23:19:47","2","2","1"
"314565","1039","4250","11","0.181818","0.272727","1.4545454545454546","0","2022-11-25 09:36:57","8","7","1"
"314918","1048","4250","6","0.666666","0.166666","3.3333333333333335","0","2022-05-13 12:11:17","2","0","0"
"315352","1137","4249","5","0.600000","0.200000","3","0","","0","3","0"
"315454","1919","4249","44","0.477272","0.159090","0.7272727272727273","0","","0","6","0"
"315684","516","4249","5","1.000000","0.000000","1.4","0","2022-11-07 17:33:12","1","2","0"
"315975","1323","4249","5","0.200000","0.200000","9.2","0","2022-10-03 12:35:30","2","30","0"
"316199","1285","4248","5","0.000000","1.000000","4","0","2022-03-17 03:30:40","1","17","0"
"316338","1093","4248","20","0.550000","0.150000","1.2","0","2022-08-24 16:11:18","3","1","0"
"316459","737","4248","15","0.400000","0.200000","1.6","0","2022-02-10 06:11:31","3","20","0"
"316509","699","4248","7","0.571428","0.285714","0.8571428571428571","1","2022-05-03 06:23:46","1","0","1"
"318097","1451","4247","6","0.666666","0.000000","1","1","","0","0","0"
"318991","930","4245","33","0.757575","0.090909","1.3333333333333333","104","2022-02-15 02:33:31","1","9","6"
"319473","1976","4244","5","0.400000","0.200000","2.6","0","2022-08-23 22:25:24","2","3","0"
"321492","1636","4242","7","0.571428","0.000000","1.2857142857142858","6","2022-11-14 13:26:59","8","1","0"
"325617","1223","4236","9","0.555555","0.222222","0.4444444444444444","0","2022-08-16 14:50:41","10","7","0"
"327165","1298","4235","17","0.647058","0.117647","0.6470588235294118","4","","0","1","0"
"330406","1236","4307","6","0.666666","0.000000","3.1666666666666665","3","","0","0","0"
"332918","796","4228","8","0.625000","0.250000","0.875","0","","0","4","0"
"336558","738","4223","9","0.222222","0.444444","2.6666666666666665","0","2022-10-10 16:16:13","2","3","0"
"336783","1248","4223","7","0.285714","0.428571","0.5714285714285714","0","","0","0","0"
"337554","1893","4222","8","0.625000","0.125000","1.375","0","2022-10-31 07:22:26","9","9","0"
"337649","843","4222","5","0.000000","0.600000","1","0","","0","0","0"
"340862","1400","4218","13","0.846153","0.000000","1.3076923076923077","0","2022-02-03 21:16:41","3","1","0"
"342842","1714","4215","12","0.333333","0.083333","7.916666666666667","2","2022-06-03 03:06:40","1","4","0"
"344887","957","4213","7","0.428571","0.142857","2.2857142857142856","0","2022-10-06 09:06:31","3","4","0"
"345130","944","4213","10","0.500000","0.100000","0.8","0","2022-11-20 13:09:13","7","9","0"
"345759","1409","4212","5","0.000000","0.800000","1.4","0","","0","4","0"
"347805","1305","4210","9","0.555555","0.000000","0.5555555555555556","0","2022-02-23 04:49:16","2","1","0"
"348185","1766","4209","5","0.000000","0.800000","0.6","0","2022-04-11 00:21:26","5","1","0"
"350193","1344","4207","7","0.000000","0.714285","4.142857142857143","0","2022-11-22 12:18:50","2","15","0"
"352173","1815","4205","8","0.125000","0.375000","2.25","0","2022-06-13 19:19:54","1","4","0"
"352690","1533","4204","54","0.425925","0.129629","1.2592592592592593","13","","0","2","0"
"352997","1707","4204","11","0.909090","0.000000","0.45454545454545453","0","2022-11-04 13:49:17","3","1","0"
"354420","1534","4201","8","0.500000","0.000000","2.875","0","2022-10-28 10:02:43","3","13","0"
"357033","1402","4198","9","0.444444","0.444444","2.888888888888889","0","2022-10-02 17:38:31","12","13","0"
"357901","1957","4198","7","0.571428","0.000000","0.14285714285714285","0","","0","0","0"
"358535","1343","4197","5","0.000000","0.800000","0.2","0","2022-10-25 06:48:59","1","1","0"
"358680","1323","4200","5","0.200000","0.600000","1.2","0","2022-11-23 19:46:56","1","0","0"
"361573","1365","4193","5","0.600000","0.200000","0.6","1","","0","0","0"
"361687","1444","4193","10","0.400000","0.200000","0.7","0","2022-04-13 18:19:24","6","5","0"
"362030","1292","4192","11","0.545454","0.272727","2.4545454545454546","1","2022-07-15 21:38:37","1","2","0"
"362420","1256","4192","5","0.200000","0.600000","1.2","0","","0","1","0"
"363075","873","4191","6","0.500000","0.333333","1.1666666666666667","0","2022-05-30 04:28:47","1","2","0"
"363605","1631","4191","5","0.600000","0.200000","0.6","0","","0","0","0"
"366254","1297","4187","5","0.600000","0.200000","0.6","0","","0","0","0"
"366990","1667","4186","5","0.000000","0.400000","0.8","0","2022-09-01 10:24:05","1","1","0"
"368115","998","4436","11","0.727272","0.090909","0.8181818181818182","0","","0","0","0"
"368532","1136","4185","5","0.200000","0.200000","0.8","0","","0","0","0"
"368846","766","4184","8","0.500000","0.000000","2.875","0","","0","0","0"
"369727","1273","4184","21","0.523809","0.047619","1.0952380952380953","0","","0","0","1"
"370664","890","4183","5","0.600000","0.200000","0.6","0","","0","0","0"
"371110","1346","4182","6","1.000000","0.000000","0.16666666666666666","2","","0","2","0"
"373108","1133","4179","14","0.000000","0.500000","0.2857142857142857","12","2022-10-21 13:36:12","4","1","2"
"375363","1157","4177","8","0.625000","0.125000","1.625","0","2022-09-28 20:55:55","11","16","0"
"375432","763","4177","6","0.500000","0.166666","0.5","0","","0","0","0"
"377303","1976","4174","6","0.166666","0.500000","2.1666666666666665","0","","0","8","0"
"378186","1345","4173","6","0.166666","0.666666","1.6666666666666667","0","2022-05-07 14:40:17","1","2","0"
"378907","916","4172","8","0.000000","0.625000","0.375","0","","0","3","0"
"378986","1602","4172","8","0.875000","0.000000","3.25","4","2022-09-16 10:07:18","2","3","1"
"379923","911","4388","8","0.250000","0.375000","1.125","0","2022-06-03 07:30:22","2","6","0"
"382655","1624","4168","13","0.307692","0.307692","0.38461538461538464","2","2022-10-12 16:44:07","7","2","2"
"383423","1331","4166","52","0.750000","0.019230","2.5384615384615383","0","2022-11-28 09:43:14","40","120","0"
"385695","943","4164","6","0.666666","0.166666","2.6666666666666665","0","2022-04-21 10:41:47","1","4","0"
"386540","782","4163","19","0.210526","0.684210","0.15789473684210525","0","2022-11-03 09:40:36","15","2","0"
"388190","1062","4162","6","0.166666","0.500000","1.5","0","","0","2","0"
"388398","1435","4161","6","0.500000","0.166666","1.5","0","","0","0","0"
"391896","916","4157","5","0.200000","0.400000","1.8","0","2022-09-23 20:37:44","3","9","0"
"392086","1092","4157","5","1.000000","0.000000","0.8","0","","0","1","0"
"394071","1272","4155","8","0.625000","0.125000","1.875","0","","0","8","0"
"394921","1674","4153","5","0.400000","0.400000","2.8","1","2022-02-11 15:42:28","1","1","0"
"395196","819","4153","8","0.250000","0.125000","1.125","0","","0","0","0"
"395871","1764","4152","5","0.800000","0.000000","0.2","0","","0","0","0"
"396266","800","4152","6","0.166666","0.666666","1","0","2022-11-02 21:18:57","2","1","2"
"397872","1406","4150","8","0.500000","0.250000","2.125","4","","0","1","0"
"398513","687","4150","5","0.200000","0.400000","2.2","0","","0","4","0"
"399551","1915","4149","9","0.555555","0.000000","2.3333333333333335","0","2022-07-25 17:16:10","8","11","0"
"402723","1036","4145","8","0.875000","0.000000","1.25","3","2022-09-04 11:16:36","18","24","1"
"403462","785","4144","5","0.600000","0.200000","1","0","","0","1","0"
"403511","1404","4144","6","0.666666","0.166666","0.16666666666666666","0","2022-07-30 05:17:38","1","0","0"
"404438","601","4143","11","0.363636","0.272727","1.1818181818181819","0","2022-07-29 12:23:23","1","10","0"
"404797","1317","4280","6","0.166666","0.833333","1.1666666666666667","0","","0","2","0"
"405613","1397","4142","7","0.571428","0.142857","1","0","2022-05-18 19:24:14","2","1","0"
"408817","1965","4304","5","0.400000","0.200000","1.6","0","","0","0","0"
"409007","995","4138","37","0.567567","0.216216","1.4594594594594594","1","","0","1","0"
"410505","572","4136","5","0.200000","0.400000","1.6","0","","0","1","0"
"410939","1699","4136","17","0.470588","0.058823","3.235294117647059","0","2022-11-21 08:52:51","11","72","0"
"411056","679","4136","5","0.600000","0.200000","1.6","1","","0","0","0"
"411786","821","4214","5","0.600000","0.000000","0.8","0","","0","2","0"
"411806","1065","4135","8","0.375000","0.250000","3.75","0","2022-10-13 13:22:39","12","15","0"
"413981","602","4133","6","0.666666","0.000000","0.3333333333333333","0","","0","0","0"
"414561","748","4132","34","0.441176","0.294117","0.6764705882352942","0","","0","2","0"
"415025","1108","4131","8","0.625000","0.125000","0.75","0","2022-03-05 14:41:45","1","0","0"
"416461","1957","4130","6","0.333333","0.500000","0.3333333333333333","0","2022-11-04 18:26:43","1","1","0"
"416850","1290","4129","7","0.571428","0.000000","0.8571428571428571","1","2022-04-11 16:34:39","1","0","0"
"417153","1217","4451","6","0.166666","0.500000","0.8333333333333334","0","2022-06-02 10:23:48","1","0","0"
"419581","1062","4127","13","0.461538","0.461538","0.6153846153846154","0","2022-07-04 21:17:50","2","3","0"
"423890","738","4122","14","0.285714","0.357142","2.2857142857142856","1","2022-06-03 07:00:41","2","10","0"
"426832","1895","4120","12","0.416666","0.250000","3.1666666666666665","8","2022-10-26 17:07:49","7","18","1"
"427009","639","4119","5","0.200000","0.800000","6.6","4","2022-11-01 12:29:29","3","13","4"
"428209","639","4117","5","0.400000","0.200000","2.2","0","2022-09-01 12:47:13","1","2","0"
"431294","1682","4115","6","0.333333","0.166666","1.3333333333333333","0","","0","3","0"
"431502","1678","4114","81","0.592592","0.148148","0.9753086419753086","0","2022-04-28 17:50:40","6","5","0"
"431974","1465","4114","19","0.578947","0.157894","1.368421052631579","1","","0","0","0"
"432074","1769","4114","12","0.500000","0.333333","1.4166666666666667","0","2022-10-27 09:42:55","10","42","0"
"432733","552","4113","5","0.800000","0.000000","0.4","0","","0","0","0"
"433178","795","4113","7","0.285714","0.285714","0.14285714285714285","0","","0","0","0"
"433714","1117","4112","22","0.727272","0.045454","0.8636363636363636","1","2022-08-30 19:15:30","7","11","0"
"434255","1424","4111","8","0.625000","0.000000","2.125","3","2022-03-31 05:43:55","1","1","3"
"436315","1158","4109","5","0.400000","0.400000","2.2","0","2022-02-17 16:47:06","2","1","0"
"437579","767","4107","6","0.166666","0.833333","0.5","0","2022-10-20 18:50:24","3","5","0"
"441430","1681","4102","5","0.400000","0.200000","0.8","17","","0","0","0"
"442356","1988","4101","9","0.777777","0.111111","1.2222222222222223","1","","0","0","0"
"442665","1301","4101","7","0.142857","0.571428","1.1428571428571428","1","2022-09-10 20:42:39","2","12","1"
"444060","1008","4099","6","0.500000","0.333333","1.1666666666666667","0","","0","1","0"
"447237","1116","4095","6","0.500000","0.166666","0.3333333333333333","0","2022-07-07 04:14:14","73","87","12"
"448979","736","4094","20","0.350000","0.350000","0.95","0","2022-07-16 16:10:44","14","2","0"
"449722","683","4093","6","0.666666","0.166666","2.3333333333333335","0","","0","0","0"
"449946","866","4093","7","0.142857","0.428571","2.2857142857142856","1","","0","0","0"
"451243","1139","4091","11","0.545454","0.090909","1.0909090909090908","6","","0","2","0"
"454464","1955","4309","31","0.709677","0.064516","0.967741935483871","0","","0","4","0"
"456692","690","4086","9","0.222222","0.333333","1.4444444444444444","0","2022-07-12 14:37:46","7","12","0"
"457156","1277","4085","5","0.600000","0.200000","4","2","","0","1","0"
"457589","1995","4085","7","0.000000","0.571428","3.142857142857143","2","2022-07-05 09:33:58","2","6","0"
"457902","648","4084","5","0.800000","0.200000","2.2","0","","0","0","0"
"458014","1781","4084","7","0.857142","0.000000","1.5714285714285714","11","2022-05-25 08:39:05","3","3","1"
"458561","1526","4083","21","0.666666","0.095238","2.6666666666666665","0","2022-11-28 02:23:02","13","45","4"
"458677","1343","4083","5","0.200000","0.400000","0.8","0","","0","4","0"
"458711","1097","4083","10","0.300000","0.200000","0.8","0","2022-08-16 08:07:36","1","6","0"
"461574","1562","4080","5","0.600000","0.000000","0.2","0","2022-09-02 10:21:12","1","0","0"
"463012","987","4079","5","1.000000","0.000000","2.4","1","","0","0","0"
"463029","1268","4079","9","0.333333","0.000000","5.777777777777778","0","2022-07-26 21:27:36","2","5","0"
"463676","1473","4078","8","0.250000","0.500000","0.25","0","","0","0","0"
"464252","1463","4078","6","0.500000","0.333333","1","1","2022-09-27 21:12:51","7","3","0"
"464504","1485","4077","15","0.666666","0.133333","1.1333333333333333","12","2022-04-02 05:52:44","3","1","0"
"465136","662","4076","17","0.647058","0.117647","0.4117647058823529","0","","0","0","0"
"465273","766","4076","10","0.900000","0.000000","0.5","0","","0","0","0"
"466359","1712","4074","7","0.000000","0.714285","0.5714285714285714","0","2022-10-06 13:46:50","1","0","0"
"468445","989","4073","7","0.285714","0.285714","0.2857142857142857","0","2022-08-17 17:08:53","2","1","0"
"469322","1658","4072","5","0.000000","0.600000","0.8","0","2022-06-03 14:37:25","3","9","0"
"470032","1796","4071","6","0.666666","0.166666","0.6666666666666666","0","2022-07-14 12:16:56","2","4","1"
"470477","1866","4071","5","0.400000","0.600000","4.4","1","2022-10-17 19:44:30","7","8","1"
"470530","1004","4071","9","0.222222","0.555555","6.222222222222222","1","2022-11-18 18:44:06","11","33","2"
"472566","702","4068","7","0.857142","0.000000","2","0","2022-11-28 14:58:47","8","13","0"
"474256","1827","4066","7","0.428571","0.000000","0.14285714285714285","0","","0","1","0"
"474516","1182","4066","19","0.368421","0.368421","1.1578947368421053","0","","0","0","0"
"484337","834","4057","5","0.600000","0.000000","1.2","0","","0","5","0"
"488723","705","4052","5","0.400000","0.200000","0.6","0","","0","0","0"
"491023","1186","4050","7","0.714285","0.142857","2.142857142857143","0","2022-10-03 23:09:30","2","12","0"
"491233","675","4050","8","0.500000","0.000000","1.25","0","","0","0","0"
"493321","1950","4047","17","0.647058","0.000000","1.411764705882353","3","","0","1","0"
"494087","1713","4047","5","1.000000","0.000000","1.8","0","2022-05-30 12:03:32","1","3","0"
"499837","1246","4041","14","0.857142","0.000000","0.7857142857142857","0","","0","1","0"
"502851","1192","4038","5","0.400000","0.200000","0.6","0","2022-08-24 03:14:13","1","1","1"
"503060","1132","4038","7","0.428571","0.285714","0.7142857142857143","2","2022-11-05 12:21:24","3","0","0"
"503991","1288","4261","5","0.000000","0.800000","6","0","2022-11-09 07:22:24","3","45","0"
"504807","1422","4037","5","0.400000","0.200000","3.4","1","2022-07-15 10:03:48","5","16","0"
"506108","1269","4036","7","0.571428","0.000000","1.8571428571428572","0","","0","1","0"
"510355","1146","4031","7","0.142857","0.571428","1","0","2022-09-15 05:24:07","2","4","0"
"512308","520","4030","6","0.666666","0.000000","6.166666666666667","0","","0","2","0"
"514645","1129","4028","10","0.500000","0.300000","1.1","0","2022-11-04 13:16:48","2","8","0"
"518404","768","4024","5","0.200000","0.600000","2.6","0","2022-09-15 15:13:48","4","6","0"
"521752","1540","4022","46","0.673913","0.043478","3.5434782608695654","95","2022-08-17 10:13:17","3","12","7"
