UserId,Reputation,AnsCount,CompetenceProxy,StatusProxy,RelCommentRatio,RelEditsOthers
"196033","1115","22","0.863636","0.045454","0.2727272727272727","1"
"196871","949","8","0.75","0","0.125","0"
"199400","1399","7","0.285714","0.285714","3.7142857142857144","1"
"203915","1679","5","0.6","0.2","0.8","0"
"205983","529","7","0.285714","0.285714","2.5714285714285716","0"
"208272","1293","16","0.1875","0.5625","6","0"
"210623","1835","32","0.28125","0.34375","18.9375","2"
"213984","1655","5","0.4","0.2","0.8","0"
"214526","921","7","0.285714","0.142857","3.4285714285714284","0"
"214898","1985","10","0.6","0","8.9","0"
"216695","927","5","0","0.6","3","0"
"217125","558","12","0.583333","0.083333","0.5","0"
"219649","990","5","0","0.6","0.8","0"
"224622","1102","16","0.25","0.375","0.3125","0"
"225199","1080","8","0.125","0.75","0.875","0"
"226758","508","6","0.833333","0","5.166666666666667","2"
"227110","1303","7","0.142857","0.857142","1.1428571428571428","0"
"227606","1941","6","0.5","0","1.3333333333333333","0"
"227785","1832","33","0.727272","0.060606","1.1515151515151516","0"
"228649","1103","6","0.333333","0","0.8333333333333334","0"
"230062","1187","6","0.833333","0","0","1"
"232115","549","16","0.5625","0.25","0.375","0"
"234789","775","6","0.5","0","0","0"
"234855","1959","7","0.857142","0","0.5714285714285714","0"
"236152","1363","5","0.2","0.2","1.6","0"
"240342","1660","10","0.8","0.1","0.9","0"
"240963","952","28","0.821428","0","0.35714285714285715","0"
"243996","629","5","0.2","0.8","0.8","0"
"246702","1431","7","0.714285","0","0.7142857142857143","0"
"247218","920","5","0.2","0.4","1","0"
"251542","716","12","0.5","0","0.25","0"
"251961","1420","20","0.35","0.45","4.5","0"
"255613","851","5","0.2","0.4","2.6","0"
"259405","1876","12","0.5","0.333333","0.8333333333333334","0"
"261708","826","10","0.7","0.1","9.6","0"
"262425","1784","8","0.625","0.25","0","0"
"263879","1639","9","0.888888","0","0.6666666666666666","1"
"264694","1701","6","0.333333","0.333333","10.833333333333334","0"
"264745","1116","6","0.333333","0.166666","2.1666666666666665","0"
"265374","1035","6","0","0.833333","0.16666666666666666","0"
"268764","1027","5","0","0.8","0","0"
"268856","1382","5","0.4","0.2","1.6","0"
"278762","1064","14","0.428571","0.214285","2.7857142857142856","0"
"279798","993","5","0.8","0","1.4","0"
"280724","1135","11","0.272727","0","1.2727272727272727","0"
"281724","1921","6","0.5","0.333333","0.8333333333333334","0"
"284651","1543","10","0.5","0.2","0.6","1"
"289206","898","5","0.2","0.6","2.6","0"
"292792","749","7","0.571428","0.285714","1.7142857142857142","0"
"292975","660","6","0.333333","0.666666","0.3333333333333333","0"
"293083","515","11","0.636363","0.090909","0.18181818181818182","0"
"293918","1778","12","0","0.833333","1.75","0"
"295279","625","7","0.142857","0.857142","0.14285714285714285","0"
"297274","782","11","0.363636","0.181818","1.0909090909090908","0"
"298468","1093","5","0.8","0","0.4","0"
"299952","1055","6","0.166666","0.666666","0.5","0"
"300978","962","6","0.333333","0.5","4.833333333333333","0"
"301252","603","5","0.2","0.2","0.8","0"
"301474","632","15","0.466666","0.133333","1.8","0"
"301740","1290","6","0.333333","0.5","3.3333333333333335","3"
"301757","1834","16","0.5","0.1875","1","0"
"306674","519","5","0.6","0","1.2","0"
"307133","567","5","0.8","0.2","2.2","0"
"310937","876","5","0.4","0.2","1.2","0"
"311060","1119","5","0","0.6","1","0"
"313964","1365","8","0.75","0","3","0"
"314565","1039","9","0.333333","0.222222","1","1"
"314641","1216","6","0.5","0","2.3333333333333335","0"
"314780","1321","5","0","0.8","0.6","0"
"316459","737","7","0.571428","0.285714","6.714285714285714","0"
"317103","1164","6","0.333333","0.666666","0.8333333333333334","0"
"320437","1608","9","0.111111","0.666666","15.88888888888889","1"
"320646","574","6","0.666666","0.166666","1.1666666666666667","0"
"321492","1636","8","0.375","0.125","0.125","0"
"321629","1440","5","0.4","0.4","13","1"
"321824","1959","6","0.166666","0.333333","1","0"
"325617","1223","14","0.571428","0.071428","0.7142857142857143","0"
"328829","1565","5","0","0.6","0.4","0"
"332503","612","5","0.2","0.4","0.8","3"
"337327","722","5","0","0.8","0.4","2"
"337554","1893","10","0.7","0.2","0.9","0"
"339070","1280","6","0.5","0.166666","3.8333333333333335","0"
"339772","758","5","0","0.6","6.6","2"
"343794","1994","74","0.743243","0.04054","1.7972972972972974","3"
"343836","1118","7","0","0.428571","0.2857142857142857","0"
"343900","1289","8","0","0.875","1.25","1"
"344574","627","11","0.818181","0.090909","0.36363636363636365","0"
"345130","944","7","0.428571","0.142857","1.2857142857142858","0"
"345258","1125","6","0.166666","0.666666","8.333333333333334","5"
"345427","1869","8","0.5","0.25","3.625","0"
"348185","1766","8","0.125","0.5","0.375","0"
"350193","1344","5","0.2","0.2","5.8","0"
"350270","1077","42","0.595238","0.190476","1.7857142857142858","1"
"350334","1070","11","0.272727","0.363636","0.7272727272727273","0"
"351726","1101","5","0.4","0.4","1.2","1"
"352690","1533","6","1","0","2.3333333333333335","1"
"354420","1534","5","0.8","0","3.2","0"
"354876","1490","11","0","0.545454","0.6363636363636364","0"
"356239","1637","8","0.125","0.25","3.125","0"
"357033","1402","12","0.666666","0.25","1.0833333333333333","0"
"358574","1992","10","0.4","0.5","3.3","0"
"361687","1444","6","0.666666","0","1","0"
"366486","1196","5","0.8","0","0.6","2"
"369143","1550","5","0.4","0.2","2.2","0"
"370213","1291","5","0.8","0","0.4","0"
"374236","724","5","0.4","0.6","0.6","0"
"374642","764","45","0.377777","0.066666","1.2666666666666666","1"
"375363","1157","14","0.285714","0.214285","1.2142857142857142","0"
"376904","784","6","0.333333","0.166666","1.1666666666666667","1"
"379989","821","7","0.571428","0.428571","1","1"
"381031","988","10","0.8","0","2.2","0"
"381807","882","6","0.333333","0.666666","2.5","0"
"382655","1624","9","0.333333","0.444444","0.4444444444444444","2"
"383423","1331","44","0.727272","0.045454","3.340909090909091","0"
"384857","1740","8","0.5","0.25","0.875","0"
"386540","782","15","0.133333","0.4","0.13333333333333333","0"
"387198","618","6","0.333333","0.333333","3","0"
"388317","1468","7","0.428571","0.285714","0.14285714285714285","0"
"390600","681","10","0.8","0.1","0.2","0"
"391760","592","5","0.2","0.6","0.6","0"
"392061","698","5","0.8","0","0.2","0"
"392401","760","7","0.714285","0","0.5714285714285714","2"
"392895","1763","7","0","0.428571","0.8571428571428571","0"
"399551","1915","13","0.538461","0.153846","2","0"
"399940","1287","5","0.2","0.4","2","0"
"400612","729","6","0.5","0.166666","1.6666666666666667","0"
"402723","1036","18","0.388888","0.222222","1.6111111111111112","1"
"403911","1229","5","0.6","0.2","3.2","0"
"404459","1905","6","0.166666","0.833333","0.8333333333333334","0"
"410333","1679","5","0","0.8","0","0"
"410939","1699","16","0.5","0.3125","5.25","0"
"411077","1226","25","0.6","0","0.76","0"
"411611","1751","5","0.4","0.6","0.6","0"
"411806","1065","22","0.636363","0.090909","1.1818181818181819","0"
"412954","1640","6","0.333333","0.333333","0.5","0"
"412965","1580","7","0","0.857142","1","0"
"418145","1539","7","0.142857","0.714285","0.7142857142857143","0"
"420848","678","18","0.5","0.111111","1.0555555555555556","0"
"421243","608","5","0","0.8","1.4","5"
"423890","738","6","0.166666","0.5","3","0"
"426832","1895","7","0.142857","0.285714","2.5714285714285716","1"
"426858","809","10","0.9","0.1","0.3","1"
"427925","1376","7","0.571428","0.142857","4.714285714285714","0"
"428780","1173","7","0.571428","0.142857","3.7142857142857144","0"
"429853","1082","22","0.545454","0.090909","1.2272727272727273","0"
"430847","628","6","0.833333","0","1.3333333333333333","1"
"431502","1678","6","0.5","0.166666","0.8333333333333334","0"
"432074","1769","11","0.545454","0.181818","3.909090909090909","0"
"433714","1117","9","0.666666","0.222222","1.4444444444444444","1"
"434361","978","5","0","0.6","0.4","0"
"440791","1367","6","0.5","0.5","2.3333333333333335","0"
"443425","1473","5","0.6","0","4.2","0"
"447137","1316","6","0.5","0.333333","1.6666666666666667","0"
"447237","1116","76","0.578947","0.157894","1.144736842105263","12"
"448979","736","14","0.928571","0","0.14285714285714285","0"
"449392","643","15","0.6","0.133333","4.666666666666667","0"
"449460","671","5","0.8","0","0.2","2"
"450243","1784","8","0.375","0.375","0.25","0"
"453238","1547","11","0.272727","0.272727","1","0"
"456692","690","8","0.375","0.25","1.625","0"
"458561","1526","14","0.642857","0.071428","3.7142857142857144","5"
"463064","1314","12","0.5","0.25","1.4166666666666667","0"
"464152","773","5","0.4","0","0.4","0"
"464252","1463","7","0.428571","0","0.42857142857142855","0"
"464431","1940","5","0.6","0","1.2","0"
"465342","1344","6","0.666666","0","1.6666666666666667","1"
"465732","539","10","0.6","0.2","1.8","1"
"468116","1857","5","0","0.8","1","0"
"469322","1658","5","0.4","0.4","2.6","0"
"470477","1866","7","0.285714","0.428571","1.4285714285714286","1"
"470530","1004","11","0.454545","0.454545","3.6363636363636362","2"
"472566","702","12","0.666666","0","1.8333333333333333","0"
"473471","725","8","0.625","0","3.875","0"
"476345","1396","6","0.833333","0.166666","0.8333333333333334","0"
"482036","1528","11","0.818181","0.090909","1.4545454545454546","2"
"482800","803","5","0.8","0.2","0.4","0"
"482901","1642","86","0.593023","0.197674","0.7093023255813954","82"
"485218","1052","18","0.833333","0.111111","0.6666666666666666","0"
"489090","1431","5","0.2","0.8","0","0"
"492298","1001","9","0.444444","0.222222","2.4444444444444446","1"
"493272","1433","5","0","0.8","2.2","0"
"493978","744","7","0.857142","0.142857","0","0"
"498190","1738","6","0.833333","0","4.166666666666667","1"
"498889","1057","5","0","0.8","1.4","0"
"499915","500","8","0.75","0","1.5","0"
"500182","1473","10","0.4","0.5","6.5","0"
"502999","1274","29","0.586206","0.241379","0.6551724137931034","0"
"503025","1983","6","0.166666","0.5","1","0"
"504807","1422","7","0.571428","0.142857","3.4285714285714284","0"
"506128","1212","18","0.555555","0.166666","1.3888888888888888","2"
"510087","578","5","0.8","0.2","0.8","0"
"511233","609","21","0.619047","0.095238","2.4285714285714284","0"
"512686","1683","5","0.2","0.6","3","2"
"521752","1540","6","0.5","0.166666","4.166666666666667","19"
"524355","1443","7","0.142857","0.428571","3.142857142857143","0"
"530728","985","13","0.846153","0","0.7692307692307693","1"
"534182","1243","6","0.333333","0.166666","2.8333333333333335","0"
"534662","517","5","0.4","0","0.6","0"
"537107","1051","5","1","0","1.4","0"
"539251","1545","5","0","1","5.8","0"
"540756","1738","14","0.357142","0.214285","1.1428571428571428","0"
"542244","1560","8","0","0.875","0.125","0"
"542564","1542","5","0.8","0.2","0","1"
"549051","1064","5","0.4","0.2","0.6","0"
"550464","713","5","0.6","0.2","2.2","0"
"551261","1288","5","0.8","0.2","1.4","0"
"551744","932","7","0","1","2.4285714285714284","0"
"556078","923","6","0","0.833333","5.666666666666667","1"
"557270","682","5","1","0","1.2","2"
"557736","769","7","0.285714","0","1.5714285714285714","0"
"558120","721","8","0.375","0.125","2.5","0"
"559347","1670","5","0.4","0.4","1.8","0"
"560476","679","6","0.166666","0.666666","0.6666666666666666","0"
"560808","673","6","0","0.833333","1","0"
"562359","841","14","0.571428","0.214285","3.7142857142857144","1"
"563353","1956","5","0","0.8","0","0"
"565633","1390","6","0.333333","0.333333","1.1666666666666667","1"
"567465","1191","7","0.714285","0.285714","4.142857142857143","2"
"570220","1388","47","0.148936","0.404255","3.1914893617021276","1"
"571220","528","10","0.8","0","1.4","0"
"572981","769","6","0.166666","0.333333","0.8333333333333334","0"
"579749","1334","12","0.416666","0.416666","1.9166666666666667","0"
"581285","530","6","0.166666","0.333333","0.6666666666666666","0"
"581511","543","6","0.333333","0.333333","0.16666666666666666","0"
"583616","1370","6","0.333333","0.5","1","0"
"586192","817","7","0.857142","0.142857","0","0"
"586256","648","8","0.25","0.125","1","0"
"593045","690","6","0.333333","0.5","9","1"
"594006","1464","7","0.428571","0.571428","1.4285714285714286","0"
"594437","519","5","0.6","0","4.6","2"
"595266","1237","7","0.142857","0.571428","0.14285714285714285","0"
"595553","753","5","0.2","0.8","3","0"
"597189","610","5","0.8","0","0.8","0"
"598513","1982","9","0.222222","0.555555","2.888888888888889","3"
"599535","1337","8","0.125","0.5","2.625","0"
"603828","1568","7","0","0.571428","3","0"
"604656","608","5","0.4","0.2","3","0"
"605850","1405","32","0.5","0.25","10.875","0"
"607230","1422","12","0.25","0.583333","0.3333333333333333","5"
"607567","1242","18","0.555555","0.222222","0.5555555555555556","0"
"608397","1326","19","0.210526","0.315789","0.15789473684210525","0"
"611563","839","5","0.4","0.2","2.4","0"
"612163","1039","24","0.458333","0.208333","0.7083333333333334","1"
"615104","1389","12","0.833333","0","1.25","0"
"615119","817","10","0.6","0.1","2","7"
"615987","1395","5","0.2","0.6","3.6","3"
"620140","1038","7","0.714285","0.142857","3.5714285714285716","6"
"622049","1644","5","0.4","0.6","1.4","0"
"622122","1483","6","0.333333","0.166666","2.3333333333333335","0"
"623048","1810","5","0","0.8","0.2","1"
"623541","1101","6","0.333333","0.666666","3.5","0"
"624533","980","5","0.2","0.8","1.2","0"
"626664","1559","6","0.333333","0.166666","2.5","0"
"626921","1537","5","0.2","0.4","3.2","0"
"627794","1670","7","0.142857","0.428571","1","0"
"628887","589","5","0.6","0","4.6","0"
"630530","1720","7","0.285714","0.714285","2.4285714285714284","0"
"632199","1325","7","0.571428","0.142857","3","1"
"633925","842","24","0.875","0.041666","3.25","2"
"639739","1123","6","0.333333","0.666666","4.5","2"
"640180","1601","24","0.666666","0","0.9583333333333334","0"
"641755","1599","8","0.5","0","0.125","0"
"644186","1684","13","0.461538","0.384615","0.46153846153846156","0"
"644204","1679","6","0.833333","0","1.8333333333333333","0"
"645431","1982","5","0","0.6","3.2","0"
"645638","690","5","0.6","0.4","0","0"
"647151","1477","5","0.2","0.8","3.4","2"
"654471","1465","6","0","0.833333","0.3333333333333333","0"
"655472","1037","5","0.8","0","0.8","0"
"656397","893","6","0.5","0.333333","1.3333333333333333","0"
"656708","882","6","0.5","0.333333","0.8333333333333334","0"
"659156","521","6","1","0","1.5","0"
"659818","679","5","1","0","0.2","0"
"662629","1704","11","0.454545","0.272727","1.2727272727272727","0"
"663853","1926","8","0","0.375","1.625","0"
"664990","779","7","0.857142","0","0.7142857142857143","1"
"666583","1927","12","0.666666","0.166666","7.333333333333333","7"
"668572","1721","13","0.384615","0.461538","1.5384615384615385","2"
"669210","1406","29","0.517241","0.137931","2","2"
"669518","1853","11","0","0.90909","1.1818181818181819","0"
"669647","1210","5","1","0","1.4","2"
"673217","1190","7","0.142857","0.714285","0.7142857142857143","0"
"673707","613","8","0.75","0.125","7.25","16"
"676883","1339","6","0.333333","0.333333","3","0"
"677210","1315","7","0.571428","0.285714","1.2857142857142858","0"
"678611","663","5","0","0.6","3.6","1"
"685046","605","8","0.125","0.375","1.25","0"
"686023","1843","5","0","0.4","4.6","1"
"688926","632","5","0","0.4","0","0"
"689242","1541","6","0.333333","0.5","22.5","1"
"694457","712","5","0.6","0.4","2","0"
"694740","1619","8","0.375","0.125","2.625","0"
"695824","946","31","0.387096","0.096774","1.1290322580645162","2"
"696037","1445","9","0.333333","0.333333","1.5555555555555556","0"
"697213","1486","9","0.444444","0.444444","1.7777777777777777","0"
"697363","1766","8","0.25","0.5","1.25","0"
"697576","827","5","0.6","0.2","1.6","0"
"697964","588","9","0.111111","0.555555","1.5555555555555556","2"
"699971","1268","17","0.882352","0","0.11764705882352941","0"
"700771","807","5","0.4","0","2.4","1"
"709975","1473","23","0.173913","0.47826","0.17391304347826086","0"
"710817","1657","5","0.4","0.2","1","1"
"714905","799","6","0","0.5","0.8333333333333334","0"
"714974","692","7","0.714285","0.142857","2.142857142857143","0"
"719809","917","31","0.612903","0.129032","2.935483870967742","0"
"721600","1962","6","0.833333","0","3.1666666666666665","1"
"721611","1556","5","0.4","0","0.4","0"
"722087","528","7","0.571428","0.428571","0.8571428571428571","0"
"724314","1984","5","0.8","0.2","0.6","1"
"724816","1227","8","0.125","0.625","0.125","0"
"725126","689","21","0.380952","0.190476","1.4761904761904763","1"
"725596","1560","5","0.6","0.4","1.2","0"
"731938","912","5","0.2","0.4","2","0"
"734134","1102","9","0.111111","0.444444","1.6666666666666667","0"
"735398","1185","18","0.5","0.166666","1.5","3"
"736922","675","7","0.857142","0","2.5714285714285716","0"
"738895","1455","9","0.222222","0.444444","0.7777777777777778","0"
"741318","1135","5","0.4","0.4","0.6","1"
"741711","1089","6","0.833333","0.166666","1.1666666666666667","0"
"742192","1005","10","0.4","0.3","0","0"
"742609","1492","18","0.611111","0.222222","0.7222222222222222","0"
"742648","1900","5","0.2","0","6.4","0"
"748891","1820","5","1","0","5","0"
"753998","990","5","0.4","0.4","8.6","0"
"754798","915","12","0.75","0","1.25","0"
"756626","923","13","0.76923","0.076923","0.7692307692307693","0"
"757201","1484","13","0.307692","0.230769","2.4615384615384617","0"
"761265","563","11","0.818181","0.090909","0.7272727272727273","0"
"763875","546","5","0.4","0","0.8","0"
"764312","1785","5","0.2","0.8","1.8","0"
"764576","771","9","1","0","1","0"
"766684","1408","27","0.629629","0.111111","2.4444444444444446","1"
"766955","1529","5","0.2","0.4","1","0"
"768619","1164","47","0.425531","0.191489","2.234042553191489","2"
"769726","1824","6","0.333333","0.333333","2","0"
"772984","626","6","0.666666","0","0.5","0"
"776988","1707","8","0.625","0.125","3.75","2"
"777522","1373","5","0.4","0.2","146.8","3"
"778587","1357","6","0.5","0.166666","6.833333333333333","0"
"779084","973","15","0.533333","0.133333","1.4666666666666666","3"
"779574","1094","5","0.4","0","0.2","0"
"783662","1569","7","0.428571","0.428571","1.2857142857142858","0"
"785365","1238","5","0.4","0.2","1.2","0"
"788448","797","9","0.666666","0","3.111111111111111","0"
"789096","969","5","0.4","0.6","0","0"
"791600","1635","6","0.333333","0.5","4.5","2"
"795603","593","7","1","0","0.42857142857142855","0"
"795827","874","6","0.666666","0","1.3333333333333333","0"
"797163","564","9","0","1","0","0"
"799346","606","15","0.6","0.2","1.6666666666666667","1"
"799936","1994","7","0.285714","0.714285","1","0"
"801899","746","19","0.842105","0","0.6842105263157895","0"
"802494","978","9","0","0.666666","3.4444444444444446","0"
"803978","979","10","0.6","0.1","1.6","1"
"804894","1148","7","0.142857","0.571428","1.1428571428571428","0"
"808398","1788","13","0.384615","0.307692","1.9230769230769231","0"
"809584","1930","8","0.5","0.25","2.5","0"
"809984","663","5","0.6","0.2","0.2","0"
"810019","558","5","0.2","0.2","0.2","0"
"810268","940","5","0.6","0","0.4","0"
"811556","993","5","0.6","0.4","1.6","0"
"812377","628","5","0.8","0","2.2","3"
"812943","1326","7","0.857142","0","1.7142857142857142","0"
"813946","1992","16","0.4375","0.3125","1.4375","4"
"814172","1117","33","0.575757","0.121212","1.7575757575757576","21"
"814299","1922","5","0.2","0.6","0.2","1"
"818090","1225","6","0.5","0.166666","0.5","0"
"818266","534","9","0.444444","0.444444","0.2222222222222222","0"
"818722","1323","7","0.428571","0","1.1428571428571428","0"
"820321","1223","7","0.285714","0.142857","2.857142857142857","0"
"820406","1130","21","0.666666","0.047619","0.5714285714285714","0"
"821989","1354","5","0.4","0","3.4","0"
"822461","520","5","0.4","0.2","1","0"
"827472","1411","6","0.166666","0.5","1.3333333333333333","0"
"828709","1685","8","0.25","0.25","4.375","0"
"830293","1946","7","0.857142","0","0.7142857142857143","0"
"831211","1393","61","0.655737","0.114754","2.2459016393442623","21"
"832490","1119","11","0.727272","0.090909","7.636363636363637","0"
"833399","1511","27","0.333333","0.185185","1.2962962962962963","3"
"833954","1673","6","0.833333","0","1","0"
"834117","508","7","0","1","1","0"
"835073","904","5","0.4","0.2","6.8","0"
"836137","846","10","0.1","0.4","1.2","3"
"836376","1219","6","0","0.833333","2.6666666666666665","0"
"836723","1828","6","0","0.833333","4","0"
"839497","818","5","0.6","0.4","8.6","0"
"840821","1999","5","0.4","0.6","6.6","9"
"846548","613","5","0.4","0.2","0.8","0"
"846769","1317","5","0","0.8","0.6","0"
"851013","943","10","0.6","0.1","0.8","1"
"858684","900","14","0.928571","0","0.35714285714285715","0"
"860715","1997","7","0.714285","0.285714","1","0"
"860934","963","14","0.642857","0.071428","2.0714285714285716","2"
"863133","1731","6","0.166666","0.833333","0.8333333333333334","0"
"864299","695","6","0.333333","0.666666","4.833333333333333","0"
"868337","854","5","0.6","0","0.6","0"
"869134","1696","5","0.8","0","0","0"
"871947","1306","8","0.5","0.25","2.875","0"
"873372","1195","11","0.272727","0.727272","0.45454545454545453","0"
"874880","539","5","0.6","0.4","0","0"
"875176","576","13","0.384615","0.230769","0.38461538461538464","1"
"875343","1222","8","0.125","0.375","3.75","0"
"876237","1267","5","0.4","0.4","2.4","0"
"876595","1933","18","0.888888","0","1.2777777777777777","2"
"876743","670","18","0.388888","0.388888","0.5","1"
"877129","1901","8","0.375","0.125","2.125","0"
"878272","1844","35","0.885714","0.028571","0.7714285714285715","0"
"878444","809","5","0","1","0.6","0"
"885541","510","7","0.142857","0","0.5714285714285714","0"
"885694","697","5","0.2","0.6","3.2","1"
"887804","987","8","0.25","0.25","3.75","0"
"887947","1740","5","0.6","0.2","3","0"
"890062","1405","6","0","0.5","2.6666666666666665","0"
"890097","929","10","0.3","0.4","0.5","0"
"891203","1688","9","0.444444","0.555555","5.888888888888889","0"
"891919","1225","29","0.793103","0.034482","5.172413793103448","3"
"892770","1788","6","0.5","0.5","2.5","0"
"893413","827","10","0.6","0.2","1.5","0"
"893790","1020","5","0.6","0.2","2.4","0"
"895007","1236","10","0.7","0.1","1.4","1"
"895615","622","8","0.625","0","0.625","0"
"898154","1041","5","0.2","0.4","1.8","0"
"901083","1153","8","0.625","0.125","3","7"
"901102","1213","5","0.6","0","0.2","0"
"901410","1440","44","0.704545","0.022727","0.9772727272727273","5"
"902102","1776","5","0","1","0.2","0"
"903966","996","8","0.125","0.75","4.5","0"
"904963","1594","13","0.461538","0.230769","14.692307692307692","3"
"905006","872","13","0.538461","0.307692","1.3076923076923077","0"
"905650","810","5","0.4","0","1.2","0"
"907675","963","10","0.1","0.5","0.7","0"
"908316","1106","5","0.2","0.6","1","0"
"909800","538","6","0.5","0.166666","0","0"
"910650","1059","12","1","0","0.3333333333333333","1"
"910654","1214","7","0.571428","0.428571","1.5714285714285714","0"
"912309","1938","6","0.166666","0.666666","1.1666666666666667","0"
"913747","847","5","0.2","0.2","4.6","0"
"914760","1015","9","0.666666","0.111111","0.2222222222222222","0"
"915636","1847","13","0.384615","0.384615","3","2"
"915869","700","7","0.285714","0.285714","1.4285714285714286","0"
"916995","1288","5","0.6","0","3.2","0"
"918860","1747","5","0.8","0","1.6","0"
"920319","686","6","0.333333","0","1.1666666666666667","0"
"921570","1379","5","0.8","0","1","0"
"921859","1239","5","0.2","0.2","1","1"
"923493","1367","6","0.333333","0","0","0"
"925775","1722","16","0.3125","0.5625","0.6875","0"
"926918","1196","7","0.428571","0","6.428571428571429","0"
"927514","1886","24","0.5","0.166666","1.7916666666666667","0"
"929251","774","8","0","0.375","0.375","0"
"929646","918","6","0.833333","0.166666","1.3333333333333333","0"
"929861","882","7","0.428571","0.428571","0.7142857142857143","0"
"930925","1057","8","0.375","0.5","0.625","0"
"933110","1490","21","0.761904","0","0.19047619047619047","0"
"933575","1018","5","0.6","0","0.4","1"
"934373","937","10","0.7","0.1","0.6","0"
"935322","817","6","0.166666","0.666666","0.8333333333333334","0"
"938190","1874","6","0.333333","0.5","0","1"
"938530","631","8","0.625","0","2.75","0"
"938829","547","16","0.5","0.125","0.0625","0"
"939484","1074","9","0.666666","0.111111","1.2222222222222223","0"
"941770","1829","9","0.444444","0.222222","2","0"
"942179","1586","6","0.333333","0.5","4.5","0"
"943087","1420","6","0.833333","0","1.3333333333333333","0"
"944174","1790","13","0.846153","0","0.7692307692307693","1"
"948719","648","6","0.333333","0.333333","0.6666666666666666","0"
"948801","699","13","0.461538","0.076923","2","0"
"949258","746","5","0.2","0.4","0.8","0"
"951321","1620","8","0.25","0.5","9.5","0"
"952932","734","6","0.166666","0.333333","1","0"
"955444","1031","9","0.444444","0.222222","2.4444444444444446","2"
"955719","1769","17","0.352941","0.294117","0.7647058823529411","0"
"958254","1413","5","0.4","0.2","0.8","0"
"962391","1032","6","0.166666","0.5","3.1666666666666665","0"
