UserId,Reputation,AccountAgeDays,PreAnsCount,LastAnswerAfter,PostAnsTotal,Ans_0_3,Ans_3_6,Ans_6_12
"42809","6579","5110","5","2024-01-05 12:28:41","3","1","0","2"
"42962","5005","5110","7","2024-01-05 18:56:15","2","0","1","1"
"45687","3188","5101","11","2023-02-01 08:04:25","1","1","0","0"
"46616","5719","5097","6","2024-01-15 21:10:21","2","0","0","2"
"50003","4325","5084","15","2023-07-14 14:36:58","1","0","1","0"
"50911","2329","5080","8","2023-06-06 14:17:47","5","3","2","0"
"51127","7541","5079","5","2024-01-19 10:32:21","4","2","0","2"
"51560","5821","5077","13","2023-02-01 10:51:00","1","1","0","0"
"54783","5024","5069","5","2023-12-21 01:43:43","3","0","0","3"
"55350","5571","5067","8","2023-03-27 20:26:33","1","1","0","0"
"55870","7452","5066","5","2023-04-26 03:05:54","1","1","0","0"
"57091","9808","5062","5","2023-04-11 12:10:45","3","3","0","0"
"58001","5512","5060","5","","0","0","0","0"
"58678","5195","5058","5","2023-11-14 03:37:06","4","0","0","4"
"58962","8162","5056","7","2023-11-28 17:46:52","4","3","0","1"
"59081","5563","5056","17","2023-06-07 08:20:40","6","5","1","0"
"60340","9208","5053","8","2023-12-13 11:37:10","33","0","15","18"
"60593","8039","5052","6","","0","0","0","0"
"61779","4774","5048","15","2023-03-24 19:31:19","2","2","0","0"
"61818","8868","5048","5","","0","0","0","0"
"62838","4233","5046","5","2023-04-18 14:18:09","1","1","0","0"
"63286","3638","5045","5","2023-08-18 16:17:42","6","3","1","2"
"63437","5472","5045","37","2023-12-11 17:03:23","10","6","0","4"
"63965","2347","5043","8","2023-04-20 11:15:10","5","5","0","0"
"65681","8709","5039","20","2024-01-31 17:51:50","38","14","6","18"
"66766","2156","5035","25","","0","0","0","0"
"67167","4150","5034","108","2023-12-10 14:02:17","13","2","9","2"
"68534","8036","5032","6","","0","0","0","0"
"69358","6822","5030","8","2023-10-18 16:58:10","2","1","0","1"
"69663","4923","5029","6","2023-11-22 13:10:01","2","0","1","1"
"69798","2168","5028","5","2024-01-19 22:53:21","3","0","0","3"
"69966","5661","5028","7","","0","0","0","0"
"73764","6815","5019","110","2023-12-07 14:24:32","27","5","16","6"
"74057","4582","5018","7","2023-05-25 19:39:35","2","1","1","0"
"74435","6887","5018","6","2024-01-18 19:22:55","5","0","1","4"
"74890","4070","5017","7","","0","0","0","0"
"75028","4879","5016","9","","0","0","0","0"
"75129","9125","5016","6","2024-01-04 19:18:00","2","0","0","2"
"75838","7793","5014","27","2023-12-11 14:46:23","33","15","4","14"
"77249","2865","5011","6","2024-01-16 08:04:08","2","0","1","1"
"80075","7380","5196","19","2023-09-16 00:57:31","6","3","1","2"
"80544","5161","5003","6","","0","0","0","0"
"81444","8183","5000","8","2024-01-25 14:17:20","9","6","0","3"
"82303","8968","4999","6","2023-09-12 14:57:49","3","2","0","1"
"82681","3559","4998","18","2023-12-27 06:10:05","10","2","3","5"
"82708","3903","4998","6","2023-03-13 22:59:02","3","3","0","0"
"83037","2288","4997","10","2024-01-05 19:33:16","5","3","1","1"
"83839","7108","4996","10","2023-06-07 14:48:15","5","2","3","0"
"83938","9540","4995","5","2023-11-08 15:57:48","2","1","0","1"
"84538","9457","4993","6","2024-01-20 10:21:03","38","12","18","8"
"84540","9791","4993","5","2023-09-28 00:55:44","1","0","0","1"
"85269","3440","4992","5","2023-08-18 22:16:05","3","1","0","2"
"85696","3480","4991","19","2023-02-27 12:12:30","1","1","0","0"
"85927","7060","4991","18","2024-01-30 21:20:40","19","8","2","9"
"87043","7471","4988","15","2023-11-13 12:20:41","7","2","3","2"
"87713","4780","4986","246","2023-03-05 19:54:44","1","1","0","0"
"90096","7513","4979","6","","0","0","0","0"
"90802","6989","4978","7","2023-10-27 22:15:41","12","3","3","6"
"93105","2250","4972","7","","0","0","0","0"
"93745","4376","4971","5","","0","0","0","0"
"93812","9937","4971","10","","0","0","0","0"
"96201","8399","4966","27","2024-01-25 12:35:18","15","7","5","3"
"96313","5570","4966","6","2023-12-25 09:53:59","10","3","2","5"
"97524","6612","4963","5","2023-10-28 17:52:39","1","0","0","1"
"97803","2290","4963","7","2023-11-29 22:47:56","4","0","1","3"
"98044","8469","4963","12","","0","0","0","0"
"100214","8205","4959","41","2024-01-06 00:35:36","4","1","0","3"
"100856","4817","4958","7","2023-11-22 00:02:36","3","1","1","1"
"101909","6954","4957","5","2023-08-30 00:03:13","3","1","0","2"
"102238","9249","4956","45","2023-12-05 13:52:36","11","0","7","4"
"102792","8396","4955","5","2023-09-05 11:21:49","1","0","0","1"
"104237","7091","4952","5","","0","0","0","0"
"105101","2665","4950","6","2023-11-02 16:21:54","2","0","0","2"
"105886","6688","4949","30","2023-11-16 19:24:26","6","1","0","5"
"106528","8977","4949","7","2023-02-15 12:24:39","1","1","0","0"
"106865","2460","4948","7","2024-01-21 09:44:43","8","2","1","5"
"107626","4422","4947","46","2024-01-13 09:53:04","25","10","5","10"
"108326","6736","4945","17","","0","0","0","0"
"108538","8085","4945","36","2024-01-15 10:26:54","34","14","9","11"
"108574","5829","4944","5","","0","0","0","0"
"108797","7804","4944","18","2023-11-01 20:48:08","14","5","4","5"
"109219","4933","4943","6","2024-01-05 21:06:48","5","1","2","2"
"110570","6032","4941","15","","0","0","0","0"
"111604","6924","4939","7","","0","0","0","0"
"112818","6822","4936","25","","0","0","0","0"
"113659","7171","4934","7","","0","0","0","0"
"114558","9303","4933","12","2023-02-25 01:04:54","1","1","0","0"
"117284","4558","4927","6","","0","0","0","0"
"118608","6163","4925","5","2023-08-21 12:54:56","1","0","0","1"
"118862","6566","4924","7","2024-01-25 10:53:45","3","0","0","3"
"119314","5873","4923","34","2023-09-20 17:30:28","22","8","8","6"
"120290","2759","4921","6","2023-09-01 15:28:09","1","0","0","1"
"120603","5463","4921","9","2023-12-07 13:01:13","31","15","7","9"
"121626","2860","4920","8","","0","0","0","0"
"121676","4105","4920","6","2023-08-03 15:40:45","3","0","2","1"
"121956","5638","4919","51","2024-01-30 11:05:31","10","2","0","8"
"122230","3058","4919","5","2023-02-14 20:42:09","2","2","0","0"
"123545","6425","4915","11","2024-01-03 21:04:46","4","0","0","4"
"123623","3131","4915","11","2023-04-28 10:41:17","1","1","0","0"
"123802","6887","4915","16","2023-12-08 20:28:19","6","1","0","5"
"125032","6069","4913","12","","0","0","0","0"
"125938","7423","4912","5","2023-10-27 14:35:41","5","0","4","1"
"126537","5134","4910","7","","0","0","0","0"
"126833","4361","4909","10","2023-04-21 11:34:56","1","1","0","0"
"127259","2587","4908","9","","0","0","0","0"
"127427","3095","4913","5","2023-06-09 11:16:12","1","0","1","0"
"127497","6737","4908","56","2023-11-07 21:52:40","1","0","0","1"
"127508","8944","4908","6","2024-01-08 11:46:35","14","4","0","10"
"127670","6264","4908","7","2023-07-14 11:05:02","2","0","2","0"
"127839","2222","4908","24","2023-07-10 08:53:18","3","2","1","0"
"127928","5447","4908","5","","0","0","0","0"
"128761","4815","4906","64","2024-01-19 03:52:37","2","0","0","2"
"130230","3882","4902","5","","0","0","0","0"
"130304","4750","4902","9","","0","0","0","0"
"131552","4645","4900","5","","0","0","0","0"
"132319","2265","4899","5","2023-12-04 23:58:38","2","0","0","2"
"133330","2595","4896","7","2023-10-24 12:36:25","5","1","2","2"
"134044","4114","4894","7","2023-12-01 11:02:54","14","9","2","3"
"134120","3291","4894","8","2024-01-18 12:54:30","7","2","2","3"
"134850","5403","4893","29","2023-11-03 14:14:01","8","2","3","3"
"135114","5185","4893","5","2023-03-22 14:19:22","1","1","0","0"
"135160","3857","4893","5","2024-01-14 11:19:06","1","0","0","1"
"135701","4492","4892","5","","0","0","0","0"
"135807","5407","4892","5","2023-08-08 18:11:18","2","1","0","1"
"137071","7420","4889","13","2023-09-12 12:13:50","6","3","2","1"
"139794","6344","4885","5","2023-11-22 16:30:56","4","2","0","2"
"140358","2803","4884","6","2024-01-18 19:32:39","8","1","1","6"
"140927","2026","4882","5","","0","0","0","0"
"141801","7528","4880","5","2023-06-23 08:41:32","2","1","1","0"
"142182","4700","4880","5","","0","0","0","0"
"142233","6156","4880","6","2023-12-30 08:42:13","3","1","0","2"
"142237","6586","4880","5","","0","0","0","0"
"143931","8482","4878","7","2023-02-14 10:46:37","1","1","0","0"
"144578","6429","4877","16","2023-11-30 05:41:35","8","0","5","3"
"145364","5309","4875","9","2023-08-23 18:25:54","3","2","0","1"
"145504","4503","4874","20","2024-01-13 23:48:07","8","4","1","3"
"145537","6375","4874","16","","0","0","0","0"
"147380","6331","4872","5","","0","0","0","0"
"147637","7084","4871","11","","0","0","0","0"
"148298","9664","4870","5","2023-07-18 18:19:32","1","0","1","0"
"149900","7041","4867","14","2023-12-15 02:27:44","4","1","1","2"
"150015","4696","4867","11","2023-02-09 16:00:25","1","1","0","0"
"151150","4471","4865","8","","0","0","0","0"
"151453","3881","4864","5","2023-06-05 07:41:47","3","1","2","0"
"152711","7555","4863","5","2024-01-08 13:52:13","4","2","1","1"
"153610","4631","4860","5","2024-01-05 22:06:30","1","0","0","1"
"154603","6034","4859","6","2023-03-03 19:17:05","1","1","0","0"
"154978","2037","4858","6","2024-01-12 08:13:20","1","0","0","1"
"155035","3188","4858","22","2023-02-18 12:22:25","1","1","0","0"
"155687","2093","4857","5","2023-11-08 16:18:33","5","1","2","2"
"155791","2349","4857","6","2023-11-24 08:50:50","2","1","0","1"
"157045","4308","4855","16","2023-03-08 22:18:45","1","1","0","0"
"157675","2557","4853","6","2023-05-18 03:46:13","3","1","2","0"
"158069","2975","4853","6","2023-11-30 23:56:19","2","0","0","2"
"159365","5041","4851","32","2024-01-15 19:07:22","17","8","1","8"
"159548","8272","4851","69","2024-01-30 14:07:27","45","18","7","20"
"160774","8661","4849","8","","0","0","0","0"
"160829","6264","4849","6","2023-07-30 11:22:29","2","0","2","0"
"163640","9256","4844","21","2023-08-29 13:58:31","5","0","1","4"
"164864","2823","4842","31","2024-01-19 14:19:10","17","3","1","13"
"164925","9411","4842","13","2023-10-21 14:04:27","11","6","1","4"
"165292","8738","4841","6","","0","0","0","0"
"165494","2265","4840","5","2023-04-15 14:15:26","2","2","0","0"
"165806","7064","4839","42","2024-01-19 13:30:28","11","4","1","6"
"167813","5846","4836","24","2023-12-12 09:42:31","21","9","4","8"
"169012","4643","4834","8","","0","0","0","0"
"169274","6930","4833","7","","0","0","0","0"
"170339","6470","4831","14","","0","0","0","0"
"171846","7585","4828","6","","0","0","0","0"
"172272","4886","4828","5","2023-07-02 08:40:53","2","0","2","0"
"172690","7756","4826","10","2024-01-12 16:31:25","7","3","1","3"
"173322","8423","4825","7","","0","0","0","0"
"173623","8526","4824","5","2023-05-03 09:02:31","3","2","1","0"
"173852","8278","4824","11","2024-01-28 19:05:22","28","5","3","20"
"174445","5898","4823","7","2023-04-26 19:31:58","1","1","0","0"
"174843","9296","4822","68","2023-09-29 18:42:52","6","3","2","1"
"174921","2583","4822","6","2023-11-09 21:13:15","2","0","1","1"
"174955","2927","4822","8","","0","0","0","0"
"175554","5015","4821","19","2024-01-29 15:44:38","59","21","9","29"
"177154","5456","4817","7","2023-08-08 03:06:31","5","1","2","2"
"177819","4647","4816","42","","0","0","0","0"
"179545","7420","4813","5","2023-03-20 06:26:29","1","1","0","0"
"180697","3801","4811","7","","0","0","0","0"
"180962","5352","4810","5","2023-06-09 17:56:42","2","0","2","0"
"181174","7681","4810","7","","0","0","0","0"
"181556","7970","4809","19","2023-11-08 18:32:48","11","0","6","5"
"183005","2080","4807","7","","0","0","0","0"
"183763","2603","4806","7","2023-10-21 18:10:06","3","1","1","1"
"184201","5695","4804","9","2023-09-27 13:49:42","15","7","5","3"
"185055","2592","4803","27","","0","0","0","0"
"185510","3856","4802","5","2024-01-05 17:21:43","5","0","0","5"
"186046","3898","4801","9","2024-01-18 21:38:27","11","2","2","7"
"186580","6397","4801","11","2023-02-16 14:10:40","1","1","0","0"
"187223","3436","4800","6","2023-05-17 08:48:09","1","0","1","0"
"188138","2557","4798","5","2023-09-01 17:36:45","1","0","0","1"
"188473","5107","4797","15","2023-09-06 17:47:32","2","0","0","2"
"189018","2355","4796","5","","0","0","0","0"
"189090","4360","4796","9","","0","0","0","0"
"189418","8446","4796","9","2023-10-30 21:34:54","10","1","2","7"
"190042","5029","4795","19","2023-11-29 22:49:44","1","0","0","1"
"191275","2326","4793","16","","0","0","0","0"
"191761","6159","4792","16","2023-12-13 15:41:21","6","0","3","3"
"192798","6127","4789","5","2023-09-13 01:58:12","2","0","1","1"
"195124","2175","4786","5","","0","0","0","0"
"195636","6874","4786","21","2023-09-06 17:22:53","6","0","4","2"
"195787","5161","4785","8","2023-11-27 12:36:33","16","0","2","14"
"195812","2270","4785","8","2024-01-11 14:15:55","1","0","0","1"
"197141","4276","4782","5","","0","0","0","0"
"197962","3778","4781","5","2024-01-10 09:24:20","3","1","1","1"
"198040","4873","4781","10","","0","0","0","0"
"198301","8802","4781","5","","0","0","0","0"
"200794","2251","4776","5","2023-07-03 08:22:34","4","3","1","0"
"200985","7944","4776","17","2023-08-30 15:51:51","2","1","0","1"
"201042","8364","4776","5","2023-07-07 23:00:22","2","0","2","0"
"201990","2109","4775","5","2024-01-29 23:38:38","6","3","1","2"
"202553","9483","4774","6","2023-09-15 09:46:58","11","6","4","1"
"202914","4929","4774","5","","0","0","0","0"
"202969","2258","4774","8","2023-11-09 17:40:13","6","2","2","2"
"204620","2363","4772","8","2023-11-12 07:28:08","3","1","1","1"
"204968","2099","4772","5","2024-01-09 03:03:35","6","1","0","5"
"205546","4338","4771","5","2023-08-24 15:42:21","5","2","2","1"
"206404","8038","4770","19","2023-11-21 19:18:54","2","0","1","1"
"208013","8073","4768","16","","0","0","0","0"
"208581","4091","4767","6","","0","0","0","0"
"209129","2711","4767","8","2023-11-30 03:28:29","4","2","1","1"
"209288","7597","4766","17","2023-12-20 04:13:06","15","2","0","13"
"209942","2279","4766","5","","0","0","0","0"
"210085","5462","4765","9","2023-05-15 00:25:09","1","0","1","0"
"210867","8636","4764","6","2023-10-27 13:45:48","5","1","0","4"
"212264","6321","4762","6","2023-05-26 21:13:35","1","0","1","0"
"212435","4424","4762","36","2023-10-30 15:49:51","2","0","1","1"
"212649","4752","4761","11","2023-06-09 22:10:15","3","1","2","0"
"212774","3954","4761","8","2023-12-19 16:58:12","16","2","11","3"
"212869","5239","4761","32","2023-11-19 20:01:34","13","7","4","2"
"212889","7347","4761","13","2023-05-28 17:01:03","3","1","2","0"
"213050","3834","4761","5","","0","0","0","0"
"213114","5728","4761","9","2024-01-19 10:46:31","5","1","1","3"
"213371","5436","4761","5","2023-05-21 17:54:08","2","0","2","0"
"216248","2637","4757","20","2023-11-06 12:55:28","9","0","2","7"
"217666","5725","4754","15","2024-01-21 19:24:40","12","7","2","3"
"217844","9968","4754","6","2023-11-26 15:06:59","2","0","1","1"
"217909","2256","4754","8","","0","0","0","0"
"218408","3276","4753","7","2023-10-23 22:16:21","2","0","0","2"
"219072","5229","4752","5","2023-04-24 06:55:03","1","1","0","0"
"219153","8744","4752","5","2024-01-04 03:45:29","6","0","2","4"
"219222","2467","4752","5","2023-06-06 04:50:25","1","0","1","0"
"219519","5704","4752","7","2024-01-04 16:51:31","7","1","1","5"
"220040","2619","4751","32","2024-01-22 14:30:46","8","0","0","8"
"220765","8327","4749","30","2024-01-28 10:50:07","58","8","20","30"
"220997","6422","4749","16","2024-01-26 18:30:39","22","9","3","10"
"221007","2016","4749","7","","0","0","0","0"
"221166","3203","4748","10","","0","0","0","0"
"221631","8457","4748","46","","0","0","0","0"
"221794","9094","4747","5","2023-06-15 16:51:21","2","0","2","0"
"222189","2142","4747","5","2023-12-04 12:35:11","1","0","0","1"
"223752","7798","4745","33","2023-08-10 11:24:48","23","22","0","1"
"223960","8280","4745","10","2023-12-05 18:26:09","3","0","0","3"
"224254","5843","4745","24","2023-12-25 07:05:56","13","8","0","5"
"224734","4880","4744","8","2023-03-17 07:57:07","3","3","0","0"
"226118","2918","4741","8","2023-10-05 17:01:46","4","1","1","2"
"226513","2766","4741","9","2023-05-09 13:36:46","1","0","1","0"
"227294","5358","4766","10","","0","0","0","0"
"227711","2875","4739","10","2023-09-18 19:12:50","4","2","0","2"
"228371","8825","4739","6","2023-05-24 20:18:31","2","0","2","0"
"228738","2688","4738","5","2023-07-07 17:48:38","1","0","1","0"
"229250","4232","4738","5","2023-06-16 18:26:00","1","0","1","0"
"229326","2836","4737","23","2024-01-30 15:13:58","138","2","2","134"
"229743","4075","4737","15","2023-08-11 13:52:43","1","0","0","1"
"229864","2632","4737","6","2024-01-05 14:02:09","5","2","0","3"
"230055","9622","4736","26","2024-01-31 17:03:40","13","1","3","9"
"230833","2277","4735","48","","0","0","0","0"
"231125","4077","4734","18","2023-08-23 15:26:38","2","0","0","2"
"231238","3384","4734","13","2023-12-28 18:38:35","17","2","3","12"
"231740","5127","4733","5","2023-08-30 16:49:34","1","0","0","1"
"231762","9590","4733","37","2024-01-27 16:35:03","91","39","21","31"
"231839","4942","4733","6","2023-04-11 21:43:19","1","1","0","0"
"232519","2283","4733","15","2023-05-14 08:00:37","3","2","1","0"
"232649","5558","4732","6","2023-11-21 17:59:20","2","0","0","2"
"232710","4578","4732","12","2023-10-20 04:44:38","1","0","0","1"
"233347","5160","4732","11","","0","0","0","0"
"233365","3184","4732","5","2023-11-15 14:40:52","3","0","0","3"
"233382","2537","4732","15","","0","0","0","0"
"234110","6728","4742","15","2023-11-08 06:31:07","9","2","4","3"
"234440","2959","4730","15","2024-01-18 12:17:06","36","8","14","14"
"235019","9433","4729","7","2023-10-01 22:54:10","3","0","0","3"
"235146","7397","4729","6","2023-03-06 22:42:43","1","1","0","0"
"235548","5567","4728","14","2024-01-18 17:38:37","14","1","3","10"
"236062","9992","4727","15","2024-01-11 17:49:27","14","2","2","10"
"237012","4773","4726","5","","0","0","0","0"
"237222","2011","4726","8","2023-07-24 18:08:33","4","1","3","0"
"237740","3476","4997","7","2024-01-25 19:59:28","8","0","2","6"
"238074","2942","4724","6","2023-08-11 21:44:08","4","2","1","1"
"239101","9404","4721","18","2024-01-03 19:41:12","12","0","3","9"
"240385","3635","4719","5","2023-10-24 12:46:27","2","0","0","2"
"240845","4333","4718","5","","0","0","0","0"
"241153","8159","4718","9","2024-01-22 13:56:56","6","1","1","4"
"241164","9534","4718","10","2024-01-31 16:29:41","6","0","1","5"
"241211","9651","4718","5","2023-12-09 22:10:41","9","1","0","8"
"241552","9850","4717","8","2023-06-01 10:44:38","1","0","1","0"
"241740","2674","4717","14","2023-05-04 09:26:13","1","0","1","0"
"241899","3567","4716","14","","0","0","0","0"
"242021","6006","4716","7","2024-01-11 22:34:03","6","5","0","1"
"242189","9875","4715","6","2023-03-13 15:25:13","1","1","0","0"
"242278","8914","4715","6","2024-01-06 16:27:01","2","0","0","2"
"242365","8043","4715","9","2023-12-30 00:48:31","5","1","1","3"
"243303","2354","4713","5","","0","0","0","0"
"243493","3210","4713","8","2023-11-02 11:55:34","1","0","0","1"
"244136","4446","4712","21","2024-01-27 00:01:10","1","0","0","1"
"244930","2360","4711","9","2023-04-27 14:53:05","1","1","0","0"
"245790","6217","4710","6","2023-09-09 17:44:08","5","0","3","2"
"245858","5768","4710","5","","0","0","0","0"
"245915","3053","4710","5","","0","0","0","0"
"247245","6756","4708","5","","0","0","0","0"
"247451","4550","4707","9","2024-01-30 11:43:46","4","2","0","2"
"247869","9711","4706","9","2023-09-08 15:50:13","1","0","0","1"
"248567","9893","4705","12","2023-03-01 03:26:47","1","1","0","0"
"249097","3863","4705","7","2024-01-18 06:11:14","3","1","1","1"
"250517","6267","4703","5","2024-01-23 16:23:35","4","1","2","1"
"250975","4633","4703","10","2023-10-27 00:32:08","1","0","0","1"
"251267","8209","4704","12","2024-01-25 20:34:18","5","1","1","3"
"251859","4540","4702","29","","0","0","0","0"
"252025","7306","4701","7","2024-01-25 10:09:24","21","1","4","16"
"252858","4029","4699","15","","0","0","0","0"
"253065","2395","4699","19","2024-01-29 15:44:13","6","0","1","5"
"253127","2219","4699","12","2023-05-04 08:38:41","4","3","1","0"
"253961","9039","4698","11","2023-06-20 06:41:58","4","3","1","0"
"254343","9298","4698","9","2023-11-24 17:07:21","3","2","0","1"
"254915","3936","4697","5","2023-02-09 18:21:36","1","1","0","0"
"255243","9325","4697","20","2024-01-26 21:51:19","24","5","6","13"
"255966","9990","4696","21","2023-12-05 17:54:31","5","0","2","3"
"256170","2510","4696","6","","0","0","0","0"
"257470","8097","4694","12","2024-01-25 10:40:19","10","4","1","5"
"257561","9443","4694","11","2023-02-03 15:06:52","1","1","0","0"
"258986","6491","4691","7","2023-09-28 13:57:09","2","1","0","1"
"259538","7959","4691","6","2023-06-07 17:00:28","1","0","1","0"
"259592","3947","4691","6","2023-12-19 21:25:49","4","1","1","2"
"259686","2406","4690","6","2023-11-01 15:40:17","1","0","0","1"
"260313","8239","4690","181","2023-12-27 19:39:24","9","7","0","2"
"260516","6945","4690","15","2023-07-21 21:23:14","4","2","2","0"
"260675","5737","4689","6","","0","0","0","0"
"261010","8673","4689","24","2023-08-21 08:13:34","3","2","0","1"
"262748","5335","4686","5","2023-06-03 23:51:24","2","1","1","0"
"263801","5601","4685","6","2023-12-09 21:02:56","7","3","0","4"
"263858","7346","4685","5","2023-12-31 05:54:57","8","0","4","4"
"264022","4459","4684","6","2023-12-13 03:32:29","6","1","3","2"
"264031","9638","4684","5","2024-01-10 17:26:30","2","0","1","1"
"264294","4107","4684","7","2023-11-20 05:41:59","11","2","7","2"
"264822","9327","4684","9","2023-09-21 00:25:47","12","0","9","3"
"265954","4901","4682","7","2023-09-10 07:01:21","7","5","0","2"
"266254","5056","4682","19","2023-12-11 08:46:52","15","8","3","4"
"267280","4645","4681","5","","0","0","0","0"
"267455","2490","4681","6","2023-04-18 06:59:29","1","1","0","0"
"267693","3597","4680","5","2023-09-20 09:08:20","2","1","0","1"
"267874","2768","4680","6","2023-05-06 20:24:43","1","0","1","0"
"268581","9725","4678","9","2023-11-04 03:30:42","8","2","3","3"
"269931","2729","4676","9","","0","0","0","0"
"270155","6789","4676","9","2023-08-08 13:54:10","5","1","3","1"
"270592","9827","4676","27","2023-08-21 10:45:28","6","4","0","2"
"271450","4145","4675","13","2023-12-24 06:57:48","6","1","4","1"
"272478","3245","4673","5","2023-06-12 13:22:01","1","0","1","0"
"272689","4195","4672","5","","0","0","0","0"
"274030","9814","4670","46","2023-12-18 16:05:06","17","9","3","5"
"274460","8231","4670","9","2023-10-11 14:30:09","3","1","1","1"
"276168","3425","4668","23","2023-11-24 17:38:11","6","2","0","4"
"277128","9115","4667","15","2023-10-16 14:12:34","20","7","9","4"
