UserId,PostComments,PreComments,PostEdits
"986363","17","42","0"
"986419","1","6","0"
"986720","6","14","0"
"988095","0","9","0"
"988950","0","16","0"
"990642","11","18","0"
"990971","10","15","0"
"991276","0","3","0"
"993018","0","0","0"
"994006","3","231","0"
"994983","0","5","0"
"995071","3","1","0"
"996314","6","15","1"
"998335","0","8","0"
"998737","6","3","0"
"999367","2","5","0"
"999911","1","2","0"
"1000026","1","12","0"
"1003472","0","2","2"
"1005124","10","11","0"
"1005858","14","26","4"
"1007926","11","8","5"
"1008943","1","7","0"
"1009540","12","18","0"
"1010710","1","11","0"
"1011283","6","5","0"
"1011648","6","21","0"
"1012157","0","16","0"
"1012668","0","5","0"
"1015563","1","22","0"
"1018165","10","26","0"
"1020941","2","15","0"
"1021535","6","14","0"
"1022861","10","12","0"
"1022978","6","10","0"
"1023341","8","11","0"
"1024044","0","0","0"
"1026323","14","4","0"
"1031831","0","6","0"
"1032003","6","0","4"
"1033217","3","26","0"
"1034483","2","15","0"
"1035203","0","6","0"
"1035977","115","109","2"
"1038241","0","28","0"
"1039860","31","20","0"
"1040605","1","4","0"
"1042151","6","6","1"
"1043288","0","2","0"
"1043793","15","31","0"
"1046249","1","22","0"
"1047571","6","14","0"
"1048404","8","63","44"
"1048614","5","14","0"
"1050187","12","28","0"
"1050844","0","5","0"
"1053362","5","9","1"
"1055112","0","10","0"
"1056384","0","11","0"
"1056610","0","5","1"
"1056837","2","11","0"
"1062714","5","26","0"
"1062973","10","5","0"
"1067132","4","2","0"
"1068164","0","7","0"
"1068538","4","5","0"
"1068922","1","33","0"
"1072378","24","5","2"
"1072655","0","5","0"
"1073171","6","14","0"
"1075296","8","32","0"
"1075558","1","8","0"
"1077412","7","1","1"
"1079129","0","8","1"
"1079543","9","9","0"
"1079611","1","3","0"
"1080266","20","46","0"
"1080556","0","6","0"
"1081350","0","3","0"
"1085899","0","1","0"
"1086134","26","16","0"
"1086990","10","39","0"
"1087626","11","119","0"
"1087990","6","32","0"
"1090745","2","3","0"
"1091302","56","95","0"
"1093272","3","9","1"
"1093925","3","2","0"
"1094085","2","4","0"
"1095540","3","9","1"
"1095969","1","33","0"
"1096140","3","30","0"
"1096587","0","28","0"
"1097552","7","7","0"
"1099933","0","0","0"
"1100060","53","83","0"
"1100913","5","18","0"
"1100921","0","9","0"
"1101576","0","1","0"
"1101698","10","8","0"
"1101930","0","14","0"
"1104124","2","2","0"
"1108906","0","8","0"
"1111879","5","5","0"
"1114881","1","12","0"
"1114907","7","8","0"
"1114918","8","5","0"
"1116545","1","6","3"
"1117787","2","4","0"
"1118706","0","8","0"
"1119327","0","3","0"
"1119949","0","17","0"
"1122308","0","6","0"
"1122629","14","17","1"
"1123052","0","2","0"
"1123409","6","4","0"
"1125556","1","7","0"
"1127459","1","14","0"
"1127772","18","3","0"
"1129146","5","6","0"
"1129978","0","12","0"
"1131162","4","15","0"
"1131926","6","2","0"
"1132276","0","3","0"
"1133574","1","4","0"
"1136158","0","12","0"
"1136208","14","13","0"
"1136754","1","5","0"
"1136999","0","3","0"
"1138974","1","0","0"
"1139541","4","39","0"
"1140388","11","19","0"
"1140783","9","16","0"
"1141050","11","7","0"
"1143126","0","25","0"
"1143426","1","21","0"
"1144854","8","24","1"
"1145413","6","3","0"
"1145526","46","62","2"
"1146850","1","4","0"
"1147668","6","2","0"
"1148272","4","5","0"
"1148483","1","5","0"
"1149328","3","20","0"
"1151144","5","8","1"
"1153026","1","38","0"
"1155184","5","31","0"
"1155216","6","19","0"
"1155758","0","0","0"
"1157458","0","2","0"
"1158062","15","17","3"
"1158313","11","22","0"
"1158695","0","2","0"
"1159939","11","7","0"
"1160404","0","1","0"
"1161488","17","11","0"
"1161518","27","13","0"
"1162383","0","5","0"
"1163479","5","15","0"
"1164342","24","10","0"
"1165160","23","15","0"
"1165173","10","12","0"
"1167996","39","24","0"
"1168006","11","46","0"
"1168594","4","11","0"
"1169287","11","9","0"
"1169441","4","18","1"
"1170146","10","30","2"
"1170760","24","56","1"
"1171094","7","20","0"
"1172496","1","18","1"
"1172685","2","7","0"
"1173358","13","21","1"
"1175053","6","5","0"
"1176099","0","1","0"
"1176573","122","108","5"
"1178028","0","13","0"
"1178375","3","2","0"
"1178600","0","51","0"
"1180993","4","18","0"
"1183404","0","1","0"
"1183514","4","40","0"
"1184003","12","24","0"
"1184178","0","3","0"
"1185279","7","19","0"
"1185774","0","2","0"
"1189625","2","14","1"
"1191017","21","25","0"
"1191559","5","10","0"
"1193161","0","7","0"
"1193657","5","13","0"
"1196131","6","54","0"
"1197030","1","15","0"
"1197577","3","41","0"
"1199110","1","7","1"
"1199807","0","29","0"
"1199911","2","2","0"
"1200514","1","2","0"
"1201759","5","11","0"
"1205601","6","26","0"
"1208270","0","6","0"
"1211070","3","3","0"
"1211483","8","15","0"
"1211547","1","144","0"
"1212428","0","8","0"
"1215021","4","19","0"
"1216052","2","6","0"
"1216281","20","31","0"
"1216790","6","33","0"
"1217236","0","5","0"
"1217949","2","11","0"
"1218317","12","18","0"
"1218726","0","0","0"
"1221718","4","8","0"
"1222195","0","19","0"
"1222459","0","5","0"
"1224072","18","3","0"
"1224119","1","38","0"
"1224336","2","11","0"
"1224389","3","7","0"
"1225421","15","24","1"
"1226074","6","14","1"
"1226434","0","1","0"
"1227828","2","4","0"
"1228933","3","19","0"
"1230087","0","12","0"
"1231844","1","104","0"
"1234412","8","3","0"
"1235167","10","77","0"
"1235227","0","22","0"
"1236657","2","20","0"
"1241115","2","1","0"
"1241425","12","1","3"
"1244184","0","15","0"
"1244630","0","2","0"
"1244696","13","9","0"
"1246037","11","25","0"
"1246387","0","1","0"
"1247977","69","70","1"
"1248133","6","9","0"
"1249379","1","11","0"
"1249407","2","9","0"
"1250568","0","6","0"
"1253336","16","27","0"
"1254228","4","3","0"
"1258034","1","56","2"
"1259544","2","9","0"
"1260237","2","1","0"
"1264967","0","5","0"
"1268100","5","42","0"
"1270916","3","2","0"
"1271785","45","8","5"
"1274282","0","13","0"
"1275778","0","4","0"
"1275796","0","1","0"
"1275942","38","11","2"
"1276022","0","14","0"
"1276915","9","7","0"
"1279109","3","17","0"
"1279329","2","5","0"
"1279373","24","10","2"
"1282144","0","29","0"
"1282486","4","15","1"
"1284584","2","7","0"
"1286583","2","24","0"
"1291498","2","36","0"
"1293121","2","1","0"
"1296079","0","2","0"
"1296374","0","4","0"
"1297048","20","70","2"
"1297243","0","8","0"
"1298531","5","11","1"
"1300518","0","12","0"
"1303577","4","13","0"
"1303612","1","3","0"
"1304010","7","2","0"
"1306105","0","4","0"
"1306613","0","19","0"
"1307074","72","81","0"
"1309051","5","11","0"
"1310605","1","1","0"
"1310944","46","42","3"
"1310998","3","7","0"
"1311831","8","11","0"
"1315833","7","20","0"
"1317475","2","3","0"
"1319004","13","18","2"
"1319790","0","8","0"
"1320619","0","19","0"
"1321247","26","52","0"
"1324650","19","6","1"
"1325615","0","7","0"
"1327508","5","35","0"
"1329816","3","19","3"
"1332076","0","2","0"
"1332136","1","7","0"
"1333794","2","9","0"
"1334703","0","0","0"
"1335475","0","40","0"
"1338204","0","7","0"
"1338432","2","6","1"
"1340934","37","6","4"
"1341181","0","38","0"
"1344633","5","50","0"
"1347608","7","3","0"
"1348731","1","22","0"
"1348905","0","31","0"
"1351652","2","13","0"
"1352490","10","33","0"
"1352635","0","13","0"
"1353324","16","27","0"
"1353621","15","34","0"
"1356109","9","4","0"
"1358148","1","2","0"
"1358551","0","12","0"
"1361096","1","6","0"
"1361831","8","8","1"
"1363169","1","2","0"
"1363772","2","6","0"
"1364377","0","38","0"
"1365873","0","4","0"
"1368333","8","9","0"
"1368671","1","29","0"
"1369688","6","15","0"
"1373031","4","13","0"
"1374957","6","17","0"
"1374991","0","31","0"
"1376318","52","4","4"
"1376969","5","3","0"
"1379025","7","4","1"
"1379898","8","8","0"
"1382059","0","5","0"
"1382345","4","21","1"
"1382970","1","6","0"
"1386556","0","13","0"
"1389411","10","15","0"
"1391631","2","5","0"
"1391805","7","19","0"
"1392447","8","10","0"
"1393899","2","14","0"
"1394172","0","9","0"
"1395657","9","7","0"
"1396362","15","113","0"
"1396613","12","45","0"
"1396928","1","68","5"
"1397055","3","13","0"
"1398417","0","3","0"
"1398465","0","24","0"
"1400560","0","9","0"
"1401572","16","6","0"
"1402196","11","16","0"
"1402404","6","5","0"
"1402958","4","16","0"
"1403089","0","3","0"
"1404332","1","6","0"
"1405520","0","3","0"
"1406188","7","35","0"
"1406656","13","9","1"
"1408187","9","41","0"
"1412161","3","5","0"
"1415826","7","31","0"
"1417104","0","4","0"
"1417879","0","4","0"
"1418155","0","7","0"
"1419402","2","2","1"
"1419624","14","4","0"
"1420701","0","7","0"
"1423806","5","22","0"
"1426259","1","14","0"
"1427090","2","18","0"
"1427826","0","10","0"
"1427974","1","8","0"
"1428108","20","13","1"
"1428737","0","1","0"
"1429535","1","29","0"
"1430535","6","9","1"
"1430552","6","22","0"
"1431405","5","25","0"
"1432181","38","50","3"
"1432734","10","14","0"
"1433310","1","21","0"
"1437387","15","17","1"
"1438522","0","9","0"
"1438721","0","13","0"
"1438843","1","3","0"
"1441011","32","15","3"
"1441857","2","11","0"
"1443928","2","11","0"
"1444397","0","0","0"
"1446698","0","0","0"
"1452089","2","0","0"
"1452227","7","17","1"
"1452528","18","15","0"
"1453746","1","15","0"
"1455234","9","6","0"
"1455694","12","17","0"
"1459607","0","75","0"
"1459653","0","47","0"
"1459860","0","4","0"
"1460514","3","9","0"
"1460828","137","21","0"
"1461007","0","3","0"
"1461307","6","7","0"
"1466122","0","0","0"
"1467744","2","27","0"
"1469778","11","12","0"
"1470240","5","27","0"
"1470798","30","19","0"
"1471264","1","3","1"
"1471614","0","4","0"
"1474204","0","8","0"
"1476031","2","2","0"
"1477810","1","37","0"
"1480275","0","4","0"
"1480918","6","4","0"
"1481137","1","4","0"
"1481519","26","21","0"
"1481901","0","0","0"
"1482231","0","31","0"
"1482464","0","28","0"
"1483448","0","2","0"
"1486850","4","19","0"
"1486968","5","17","0"
"1488383","0","3","0"
"1488425","0","12","0"
"1489121","15","19","0"
"1489183","0","29","0"
"1489675","1","0","0"
"1489992","5","6","0"
"1490061","1","16","0"
"1491599","0","10","0"
"1493255","0","20","0"
"1495753","0","9","0"
"1499667","0","3","0"
"1501491","0","5","0"
"1503161","1","3","0"
"1506545","4","36","0"
"1510309","0","88","0"
"1510610","0","15","0"
"1510874","0","29","0"
"1512787","2","30","0"
"1512934","0","1","0"
"1513027","47","38","0"
"1513168","6","21","0"
"1515454","2","3","0"
"1518661","1","9","0"
"1520071","1","6","0"
"1520842","7","5","1"
"1523263","0","5","0"
"1523450","0","17","0"
"1524756","3","25","1"
"1525684","0","0","0"
"1526322","4","63","0"
"1526957","2","7","0"
"1527587","13","27","0"
"1529139","1","5","0"
"1532175","2","1","0"
"1532821","0","12","0"
"1533263","17","23","2"
"1533783","0","7","0"
"1534157","3","11","0"
"1534401","8","16","1"
"1534698","2","24","0"
"1534753","13","12","0"
"1534867","10","13","0"
"1535270","1","33","0"
"1537618","0","7","0"
"1538039","0","5","0"
"1538109","0","3","0"
"1538798","5","35","0"
"1540415","5","61","4"
"1540766","3","17","0"
"1542604","5","1","0"
"1543532","1","4","0"
"1544044","5","66","0"
"1544937","4","31","0"
"1545026","7","29","0"
"1546989","0","7","0"
"1549737","1","3","0"
"1549977","4","12","0"
"1550925","0","11","0"
"1551368","1","0","0"
"1554732","0","21","0"
"1555297","1","1","0"
"1560708","4","13","2"
"1561777","17","40","0"
"1562480","0","12","0"
"1563240","3","15","0"
"1563297","0","68","0"
"1568195","1","14","0"
"1568464","25","50","0"
"1570165","5","1","0"
"1571268","11","190","1"
"1571593","3","3","1"
"1572112","0","7","0"
"1572749","0","18","0"
"1573670","21","26","1"
"1576548","56","85","0"
"1577867","0","32","0"
"1578538","3","2","0"
"1579290","0","3","0"
"1580021","5","19","1"
"1580028","2","8","1"
"1581658","3","18","0"
"1582172","0","12","0"
"1584309","3","9","0"
"1584915","28","10","3"
"1585204","32","6","0"
"1587012","24","9","0"
"1587755","1","622","0"
"1587934","2","1","0"
"1588085","7","17","0"
"1592334","11","27","0"
"1592901","0","7","0"
"1593212","1","0","0"
"1594274","7","13","0"
"1594557","0","1","0"
"1596051","1","8","0"
"1597144","1","1","0"
"1597430","0","49","0"
"1599011","769","886","3"
"1602887","2","8","0"
"1603131","1","10","0"
"1603399","4","23","0"
"1604503","0","15","0"
"1605847","7","51","0"
"1606260","8","5","1"
"1609232","1","18","0"
"1609474","2","7","0"
"1611445","4","1","0"
"1612074","3","15","0"
"1615070","13","45","1"
"1616164","5","12","0"
"1616260","1","4","0"
"1616885","0","8","0"
"1618893","0","9","0"
"1620449","0","30","0"
"1621381","2","6","0"
"1623781","5","6","0"
"1624232","6","17","1"
"1624260","1","8","0"
"1624463","1","5","0"
"1625493","1","7","0"
"1627023","12","23","0"
"1627106","8","14","2"
"1627945","3","6","0"
"1630629","9","76","0"
"1630971","53","37","0"
"1632288","1","2","0"
"1634172","1","8","0"
"1635525","4","8","0"
"1635670","11","24","0"
"1635906","9","15","4"
"1636456","22","33","0"
"1638892","12","17","0"
"1643973","15","228","0"
"1645401","0","3","0"
"1645620","5","24","0"
"1645633","16","7","0"
"1646970","4","8","0"
"1647098","10","48","0"
"1647105","12","34","0"
"1648546","1","2","0"
"1649729","1","2","0"
"1651107","12","6","0"
"1652488","2","3","0"
"1653236","14","56","0"
"1654526","11","32","0"
"1655313","16","46","0"
"1655738","1","3","0"
"1656236","7","18","0"
"1657101","0","2","0"
"1657994","20","31","0"
"1659605","17","9","3"
"1660336","6","1","0"
"1662058","5","19","0"
"1665437","0","1","0"
"1667034","3","10","0"
"1669748","3","0","0"
"1670156","0","5","0"
"1670850","1","2","0"
"1671738","0","8","0"
"1672082","2","2","2"
"1672799","1","7","0"
"1673694","11","13","0"
"1673705","11","55","0"
"1675724","3","8","2"
"1676589","34","478","0"
"1677089","7","11","1"
"1677270","3","7","0"
"1677890","22","11","1"
"1678780","10","12","0"
"1681917","21","19","0"
"1682790","7","62","2"
"1683006","0","8","0"
"1683034","1","11","0"
"1683040","3","7","0"
"1684767","4","14","0"
"1685814","11","21","0"
"1686575","13","11","0"
"1686903","6","58","0"
"1686932","1","4","0"
"1687536","7","5","0"
"1688738","66","26","24"
"1689023","4","2","0"
"1689987","32","29","0"
"1690805","3","9","0"
"1690835","2","30","0"
"1692260","0","10","0"
"1692530","1","6","0"
"1692916","1","8","0"
"1692999","13","37","0"
"1695821","31","38","1"
"1695825","0","0","0"
"1697779","0","7","0"
"1701812","15","16","1"
"1704799","4","3","1"
"1708333","2","1","0"
"1708598","0","17","0"
"1710359","12","10","8"
"1713450","3","15","0"
"1714159","6","10","0"
"1714864","9","22","0"
"1714893","0","6","0"
"1714951","9","9","0"
"1715438","0","2","0"
"1716090","5","12","0"
"1716585","1","22","0"
"1717031","8","9","0"
"1718312","3","4","0"
"1721393","1","6","0"
"1722983","2","4","0"
"1724912","1","30","0"
"1726127","10","13","1"
"1731468","0","17","0"
"1731972","0","18","0"
"1734032","35","75","1"
"1734655","0","17","0"
"1735724","1","8","0"
"1736034","0","2","0"
"1738007","37","32","0"
"1738491","12","22","0"
"1738539","4","30","0"
"1738895","11","3","0"
"1739193","1","44","0"
"1739487","4","3","0"
"1743046","3","6","2"
"1743446","0","4","0"
"1743975","2","1","0"
"1745107","11","19","0"
